place,rating,nickname,review,visited
오씨칼국수,4,myj****,물총 맛있음. 칼국수는 밀가루 맛이 너무 나요.,2020.09.11
오씨칼국수,5,JoSo,예전에비해 물총이많이줄긴했어요그래도 가성비굳 최고맛집,2020.09.09
오씨칼국수,3,phj****,그냥저냥 저렴하고 무난한맛,2020.09.08
오씨칼국수,1,kyo****,유명해서갔는데 칼국수 그닥 맛있는지 모르겠네요 ㅠ,2020.09.06
오씨칼국수,4.5,뉴너듕,아!!!!너무맛있음!!!!!,2020.09.06
오씨칼국수,3.5,jin****,정말맛있어요,2020.09.06
오씨칼국수,4,suj****,굿,2020.09.06
오씨칼국수,3,핌,"음식은 맛있는데 직원분들이 좀 불친절하세요 ,, 음식 나와도 말도 없이 옆에 툭 놓고 가시고 ,, 장사가 잘 되더라도 서비스도 신경쓰셔야 할 거 같아요",2020.09.05
오씨칼국수,5,dba****,물총조개 존맛탱,2020.09.05
오씨칼국수,5,can****,술이 생각나는 그맛,2020.09.05
오씨칼국수,4.5,kim****,맛있어요,2020.09.02
오씨칼국수,5,사,물총탕 맛있어요,2020.08.30
오씨칼국수,4.5,리붕어,물총조개 존맛,2020.08.29
오씨칼국수,2.5,EL2lㅁ,칼국수 간이 많이 짜네요,2020.08.29
오씨칼국수,5,민서맘,역시 맛있다,2020.08.29
오씨칼국수,5,bidhelper,김치가 엄청 맛있습니다!!!!,2020.08.28
오씨칼국수,5,팝콘,시원하고 맛있어용~,2020.08.28
오씨칼국수,5,얼짱,조아요,2020.08.27
오씨칼국수,3,ehd****,그냥 평범한 칼국수집,2020.08.23
오씨칼국수,4.5,싸구리,오씨칼국수는본점에서,2020.08.23
오씨칼국수,4,니케,양으로 승부하는 곳인가요ㅋㅋㅋ칼국수도 2인분인데 3인분같고파전도 분명 한개시켰는데 두개주신것처럼 양이 너무 많아요ㅋㅋㅋㅋ,2020.08.21
오씨칼국수,5,봉봉,맛있게 먹었어요 김치 넘 맛나요!!,2020.08.20
오씨칼국수,4,woo****,맛있어요,2020.08.20
오씨칼국수,4,인태현,#칼국수,2020.08.18
오씨칼국수,4,jak****,좋아여,2020.08.17
오씨칼국수,4,kkkkk,오씨칼국수김치너무매움,2020.08.17
오씨칼국수,5,shanshan,맛있어요!,2020.08.17
오씨칼국수,5,쭈효니,굿,2020.08.17
오씨칼국수,4,fgl****,음...,2020.08.17
오씨칼국수,3,dor****,예전같지않음..  직원분들 불친절해요 ㅠ,2020.08.17
오씨칼국수,5,제갈,맛잇고 양도 많네요a,2020.08.16
오씨칼국수,5,moonygo,물총 칼국수 굿굿 또가고싶당,2020.08.16
오씨칼국수,5,아로미,최고맛 사람많아욥,2020.08.16
오씨칼국수,4,cut****,줄서서 먹는 맛집,2020.08.16
오씨칼국수,3,lov****,맛있지만 불친절,2020.08.16
오씨칼국수,3.5,펭팽,기다릴만큼은 아니지만 맛있음,2020.08.16
오씨칼국수,3.5,ggq****,!!!!,2020.08.15
오씨칼국수,3.5,mint,기다려서 먹을 맛은 아님,2020.08.15
오씨칼국수,5,오호이,존맛탱,2020.08.15
오씨칼국수,4.5,flower,양도 많고 국물이 진해서 너무 맛있어요,2020.08.15
오씨칼국수,4,ujk****,조아요,2020.08.10
오씨칼국수,5,god****,이집 맛있죠~~~~~,2020.08.09
오씨칼국수,5,tru****,#물총 싱싱하고 큰 동죽 조개 맛있다,2020.08.08
오씨칼국수,5,펠레 친구,맛나다,2020.08.08
오씨칼국수,5,기다림의 미학,맛있어요,2020.08.08
오씨칼국수,4,koj****,좋아요,2020.08.08
오씨칼국수,5,ss501사랑,좋아용!!,2020.08.07
오씨칼국수,4.5,콧구멍,칼칼한 동죽과 환상의칼국수면발.,2020.08.07
오씨칼국수,5,히아신스,진짜 맛있어서~ 포장도 하는데 직접가서 먹으니 더 좋았어요~^^,2020.08.05
오씨칼국수,5,yjm****,좋아요,2020.08.05
오씨칼국수,3.5,onl****,굳,2020.08.04
오씨칼국수,4,훈남,물총 맛있어요 또 가고 싶어요,2020.08.02
오씨칼국수,4,woo****,맛좋네.. 성인5명 돌아기1명물총1인분 . 칼국수3인분. 파전1. 막걸리2개딱 알맞게 먹음. 파전이 좀 눅눅.. 정신없음ㅋ. 김치 매움. 김치 맛집,2020.08.02
오씨칼국수,5,이응,생각나는맛,2020.08.02
오씨칼국수,5,jin****,,2020.08.02
오씨칼국수,4.5,ang****,굿,2020.08.01
오씨칼국수,4.5,by초아,찐이네요 적당히 잘 삶음,2020.08.01
오씨칼국수,3,duf****,"동죽만  맛있는집, ,",2020.08.01
오씨칼국수,4.5,lee****,삼양라면 맛이 나요 맛잇어요 양도 엄청 많아요,2020.08.01
오씨칼국수,5,mullon,"칼국수,물총,파전 모두 맛있어요.",2020.07.29
오씨칼국수,5,하늘바라기,굿,2020.07.28
오씨칼국수,0.5,ns9****,뭐 이런 음식점이 다 있나요???세상에 돈 좀 벌었고 손님이 좀 많다고 손님을 무슨 개돼지 취급에 탁자 위생은 엉망이고 진짜...다시는 안간다...아주 더럽다..ㅠㅠ,2020.07.25
오씨칼국수,5,르르류,김치 꿀맛,2020.07.25
오씨칼국수,4,Ml,오씨칼국수 국수국수,2020.07.24
오씨칼국수,4.5,Fly_High,,2020.07.24
오씨칼국수,2,asd****,옛날만 못함,2020.07.24
오씨칼국수,4,dls****,저는 그냥 보통이네요~ 그리고 김치가 장난아니게 매워요~,2020.07.23
오씨칼국수,2,특별한세상,조개 몽땅 청양고추 몽땅 복잡복잡 손님 많으니 불친절 3시쯤 가니 직원들 식사시간이라 추가주문안되니 한번 주문에 빨리빨리 주문요구ㅜㅜ,2020.07.23
오씨칼국수,5,sar****,오늘도 역시나 맛있다,2020.07.23
오씨칼국수,5,지은,,2020.07.22
오씨칼국수,5,Ugaing,칼칼하고맛있습니다.손님이 항상많아요,2020.07.22
오씨칼국수,4,ard****,맛나요,2020.07.22
오씨칼국수,5,lab****,맛있습니다~~바삭바삭 파전도 최고,2020.07.19
오씨칼국수,5,호리마미,동죽전문점이에요.물총도 시원하고 칼국수도 맛있어요.,2020.07.19
오씨칼국수,5,가영,진짜 맛있어요,2020.07.19
오씨칼국수,5,달덩이,칼국수  물총 파전 넘 맛있어요,2020.07.18
오씨칼국수,5,배고파,역시 맛있어용 추천,2020.07.18
오씨칼국수,5,hll****,만족입니다,2020.07.15
오씨칼국수,3,lhj****,굿,2020.07.14
오씨칼국수,5,퀸와사비,언제먹어도 맛있어요ㅠ 솔직히 여러명이면 물총하나에 칼국수두개 시켜먹으면 존맛인디 둘이먹으면 그걸 못해서 아쉬워요ㅠ 포장해서 먹어도 맛있으니까 기다리지마시고 집에서 드세요!,2020.07.12
오씨칼국수,4,lmh****,면이 하나도 익질 않았어요 대체적으로 짜고 맵고 김치도 매워요~ 소주 안주론 제격이지만 식사용으론 아쉽네요,2020.07.12
오씨칼국수,4,인태현,#오씨칼국수,2020.07.12
오씨칼국수,5,lio jeong,존맛탱 근데 홀보다 포장이양이 쪼끔 작은드ㅛ? 기분탓인가,2020.07.11
오씨칼국수,4,lyi****,맛있습니당!,2020.07.11
오씨칼국수,4,gkt****,맛있네요 물총도 맛있고 칼국수도 맛있어요 ,2020.07.11
오씨칼국수,4,kbj****,맛있는 집,2020.07.09
성심당 케익부띠끄,3,윤희경,ㅋ,2020.09.23
성심당 케익부띠끄,5,cho****,좋아요,2020.09.23
성심당 케익부띠끄,4.5,권리와의무,소보로 굿!!  바삭바삭..근데 칼로리는?ㅠ,2020.09.23
성심당 케익부띠끄,4,sse****,언제나 맛있는~~~♡,2020.09.22
성심당 케익부띠끄,3,다은,가격대도 있고 맛은 평범한데 왜 대전 맛집이 됐는지 모르겠지만 항상 사람들이 바글바글,2020.09.22
성심당 케익부띠끄,4,moo****,좋아요,2020.09.22
성심당 케익부띠끄,4,내이름은 임누리,내 생일이어서 간 케익부띠끄 너무 일찍 가서 내가 원하는 케이크 못산게 아쉽다,2020.09.22
성심당 케익부띠끄,4,빛날화,좋아요,2020.09.22
성심당 케익부띠끄,5,yooooj,최고,2020.09.22
성심당 케익부띠끄,5,채디,조아요,2020.09.22
성심당 케익부띠끄,4,승이,제 최애케이크 ~~ 초코시트입니다,2020.09.21
성심당 케익부띠끄,5,승이,역시케이크맛집,2020.09.21
성심당 케익부띠끄,4.5,정민경,❤️,2020.09.21
성심당 케익부띠끄,5,ser****,친절해요,2020.09.20
성심당 케익부띠끄,5,짼,순순생케잌 굿,2020.09.20
성심당 케익부띠끄,5,주름이,종류도많고 바쁜데도 다들친절하고 맛나요ㅎㅎ,2020.09.20
성심당 케익부띠끄,4,현,좋아요,2020.09.19
성심당 케익부띠끄,5,jun****,ᆞ,2020.09.19
성심당 케익부띠끄,5,빵뽕,맛있어요 믿고 먹은 맛집 성심당 ~,2020.09.18
성심당 케익부띠끄,4.5,rou****,유명한집,2020.09.18
성심당 케익부띠끄,4,ans****,좋아요,2020.09.17
성심당 케익부띠끄,4,흑임자,조아요,2020.09.17
성심당 케익부띠끄,4.5,최정은,처음 방문했는데 주위에 온통 맛있어보이는 빵으로 둘러싸이니 행복했습니다 ^^,2020.09.17
성심당 케익부띠끄,4.5,유니,ㅐ,2020.09.17
성심당 케익부띠끄,5,kye****,좋아요,2020.09.17
성심당 케익부띠끄,4.5,Heeee,맛있어용,2020.09.17
성심당 케익부띠끄,4,랄라방긋,종류 많아요 맛있어요,2020.09.16
성심당 케익부띠끄,5,eun****,성심당 롤케익은 진리죠ㅎㅎ 카스테라도 아주굳굳,2020.09.15
성심당 케익부띠끄,5,mfub,Good,2020.09.15
성심당 케익부띠끄,5,myw****,맛있어요,2020.09.15
성심당 케익부띠끄,4.5,sjk****,가격이 조금만 저렴하면 좋겠어요.~,2020.09.14
성심당 케익부띠끄,4,24시간,기대했던것 만큼 맛있진 않았지만 깔끔하고 카페식으로 앉아서 먹을수 잇어서 좋앗어요,2020.09.14
성심당 케익부띠끄,4,하이찰떡,예쁘고 맛도 좋아요,2020.09.14
성심당 케익부띠끄,4.5,ljs****,케잌 예쁘네요,2020.09.14
성심당 케익부띠끄,5,cyr****,성심당 좋아요ㅎㅎ,2020.09.13
성심당 케익부띠끄,5,박짤몽,저세상 존맛집입니다ㅠ 역시 대전 성심당 ㅠㅠ 케이크 부띠끄집 갔다 또 본점갔다 복합플레이스 다 찍고 왔어요 최고입니다,2020.09.13
성심당 케익부띠끄,4.5,강민지,나무 맛있어서 아직도 생각나요,2020.09.13
성심당 케익부띠끄,4,랄라랄,맛있어요 사람이 많이 있어서 케이크 나올 때까지 시간이 좀 걸려요,2020.09.12
성심당 케익부띠끄,3.5,jeo****,좋아요,2020.09.12
성심당 케익부띠끄,4,min****,적정거리 유지가 매장안에서 힘듭니다. 하지만 케이크는 정말 이뻤어요. 만드시는 분들도 청결하게 계시고.,2020.09.12
성심당 케익부띠끄,4,이니,몽블랑 생각보다 좀 실망이네요. 다른 빵들은 맛있었어요.,2020.09.12
성심당 케익부띠끄,5,땡땡중독,맛나게 먹었어요,2020.09.11
성심당 케익부띠끄,5,rub****,맛있어요~,2020.09.11
성심당 케익부띠끄,5,ppl****,정말정말 맛있어요!,2020.09.11
성심당 케익부띠끄,5,빛뜨란,"#순수롤 #떠먹는치즈케익 #네맘에퐁당다 맛있어요......진심.....돈 값 합니다순수롤에 있는 우유크림은 맛이 풍부하고, 떠먹는치즈케익도 맛있고, 네맘에퐁당은 초코무스가 완전 깔끔 그 자체 한번 먹으면 계속 떠오릅니다.",2020.09.09
성심당 케익부띠끄,5,aszxaszx,젤좋아하는거 고구마무스ㅠ,2020.09.09
성심당 케익부띠끄,5,스므,부모님 생신이라 케익 ㅎ,2020.09.09
성심당 케익부띠끄,5,ZiJi2,코로나때문에 사람들이 거리에 많이 줄었어요 그래도 맛은 여전하네요! 마들렌짱,2020.09.09
성심당 케익부띠끄,5,stella,,2020.09.08
성심당 케익부띠끄,4,터보맨,맛나요,2020.09.08
성심당 케익부띠끄,5,tpf****,진짜 좋아~~,2020.09.08
성심당 케익부띠끄,5,lyj****,튀김소보로  맛있어요^^,2020.09.08
성심당 케익부띠끄,3,BK,걍..,2020.09.08
성심당 케익부띠끄,5,qud****,역시는 역시,2020.09.07
성심당 케익부띠끄,4,파파야,뷰가 좋아요ᆢ,2020.09.07
성심당 케익부띠끄,5,기린,친절하고 맛있어요. 대추천,2020.09.07
성심당 케익부띠끄,5,처런처런,좋은 가게에요 ㅎㅎ 케익도 수준높고 맛있어요,2020.09.06
성심당 케익부띠끄,3.5,wdt****,대전 결흔식 왔다가 유명하다길래,2020.09.06
성심당 케익부띠끄,4,1616527,고르곤졸라 타르트 너무 맛있어요 밀크티는 먹지 마세요,2020.09.06
성심당 케익부띠끄,5,superboy,너무 늦게 알아버린거라 슬프다.튀김소보로 하나까지는 환상의 맛.크림빵과 부추빵이 다크호스.트렁크를 빵으로 가득채워옴.튀소 챙겨주시는 나이조금 있으신분 너무 친절해서 내가 절을해야할정도였음.맛도맛이지만 베이커리 이렇게 친절하다고 느껴본적 없는데 왜 기업이 오랫동안 유지가되며 유명해진지는 둘러보면 알게됨.대전 지나가다 또 찾아갈 맛!!!!!!!!,2020.09.06
성심당 케익부띠끄,5,윤보현,믿고먹는 성심당케이크♡,2020.09.05
성심당 케익부띠끄,5,생크림,맛있어요,2020.09.05
성심당 케익부띠끄,5,lee****,케익은 성심당 케익부띠끄예요!,2020.09.05
성심당 케익부띠끄,0.5,임생쥐,카운터가 불친절해요. 성심당은 큐알 찍는데 부띠끄는 아무 것도 안하고 들어가요. 줄도 다닥다닥 써있어요,2020.09.05
성심당 케익부띠끄,5,다림열무무무,굿,2020.09.05
성심당 케익부띠끄,5,요가피치,.,2020.09.04
성심당 케익부띠끄,5,gysjhola,맛있어용,2020.09.04
성심당 케익부띠끄,4,sommer,좋아요,2020.09.04
성심당 케익부띠끄,5,요가피치,.,2020.09.04
성심당 케익부띠끄,5,유쾌한그녀,,2020.09.04
성심당 케익부띠끄,5,맑은하늘,빵이 맛나요. 👍 대박,2020.09.04
성심당 케익부띠끄,5,bhh****,ㅜ굿,2020.09.04
성심당 케익부띠끄,5,zxz****,맛있는데 가격은 좀 비싸요,2020.09.04
성심당 케익부띠끄,5,캔디룰루,자주 애용하는 성심당 케잌부띠끄선물할때마다 받는 분이 케잌이 넘나 예뻐서 놀라고 맛있어서 또 놀라지요!,2020.09.02
성심당 케익부띠끄,4,sss****,케잌은 맛있어요.직원분이 카드를 다른분것과 바뀌서 주는바람에 별하나 빼요...,2020.09.02
성심당 케익부띠끄,5,sommer,맛있어요,2020.09.01
성심당 케익부띠끄,4,애기똥,깔끔,2020.09.01
성심당 케익부띠끄,5,뀨뀨,너무 맛있어요! 직원분들도 친절하세요,2020.09.01
성심당 케익부띠끄,5,hop****,내 사랑 몽블랑이 가을되어 다시 나와서 코로나를 뚫고 다녀왔습니다 ㅋㅎ,2020.09.01
성심당 케익부띠끄,4,호호소녀,굿,2020.09.01
성심당 케익부띠끄,5,느루,맛있어요!,2020.09.01
성심당 케익부띠끄,4.5,청운,굿,2020.09.01
성심당 케익부띠끄,4,Joy,맛있어요,2020.08.31
성심당 케익부띠끄,3,hwa****,8,2020.08.31
성심당 케익부띠끄,4,여시,굿,2020.08.31
성심당 케익부띠끄,5,갸르갸르,디저트도 맛나요!,2020.08.30
성심당 케익부띠끄,4,외쩡,조아요,2020.08.30
성심당 케익부띠끄,4.5,199,"치즈스콘에서 살짝 번데기 맛이 나용,, 다른 빵들은 다 맛있었어요 특히 베리몽 강추해요",2020.08.30
성심당 케익부띠끄,3.5,이다현,좋아요,2020.08.30
성심당 케익부띠끄,4,스마일,가격대있는편 맛있,2020.08.30
성심당 케익부띠끄,4,빠나나,깔끔하고 좋아요 가격대 있는 편,2020.08.30
성심당 케익부띠끄,5,tpf****,성심당생크림 케이크 짱,2020.08.30
성심당 케익부띠끄,4.5,재완 박,좋아요,2020.08.29
성심당 케익부띠끄,5,pk7****,최고죠.,2020.08.28
성심당 케익부띠끄,4,yun****,좋아요,2020.08.28
성심당 케익부띠끄,5,sun****,♥♥♥♥♥♥♥♥♥♥,2020.08.28
성심당 케익부띠끄,5,yj3****,여기가찐맛집,2020.08.28
성심당 케익부띠끄,5,moe****,성심당최고 최고의서비스 최고의품질 최고의마인드.대전의자부심. 티라미슈롤도맛있,2020.08.28
성심당 케익부띠끄,5,슈슈,대전 출장갔다가 잔뜩 사들고온😋내사랑마들렌♥︎,2020.08.27
성심당 케익부띠끄,5,야미야미,다양한 케이크가 있어 좋아요.,2020.08.27
모루,5,vvl****,친구들이랑 황도에다가 술한잔했는데 주인아주머니 친절하심,2019.12.14
태평소국밥,4,를린,맛있어요,2020.09.23
태평소국밥,5,여유,국밥 최고!!!!,2020.09.22
태평소국밥,5,ggd****,정말 맛있어요,2020.09.20
태평소국밥,5,dud****,굿굿,2020.09.20
태평소국밥,4,Curacao,대전맛집 태평소!,2020.09.19
태평소국밥,5,tpf****,토요일 오전11시쯤에 갔는데도 사람이 많더라구요!그만큼 맛집인정!,2020.09.19
태평소국밥,5,네지,맛있아요,2020.09.19
태평소국밥,4.5,lhk****,"가성비 좋고, 맛도 좋아요!",2020.09.19
태평소국밥,5,iho맘,소갈비찜 최고입니다!,2020.09.17
태평소국밥,4,jmo****,,2020.09.16
태평소국밥,5,boe****,맛있어요,2020.09.16
태평소국밥,5,우주녀,쇠고기국밥육수가 진하고 고기많이 넣어요 맛있게 최고예요,2020.09.15
태평소국밥,4,kka****,가성비 좋게 먹어서 좋죠국밥 양도 푸짐하니 좋았던사시미도 따따봉스#봉명동맛집#육시시미#소내장탕,2020.09.15
태평소국밥,5,헴니,맛있어요!,2020.09.14
태평소국밥,5,유니유니,넘 맛나요ㅠㅠ,2020.09.13
태평소국밥,4.5,jhr****,맛있어요,2020.09.12
태평소국밥,4.5,배짱,태평소국밥 유성 봉명점국밥 육사시미 절찬리 판매중😄따로국밥 고기 푸짐하고 깔끔하게 맛있네요,2020.09.11
태평소국밥,5,나의_씨앗,양 많고 맛있어요,2020.09.11
태평소국밥,4.5,jsp****,따로국밥 오늘따라 고기 양이 확실히 많았음 항상 이랬으면..,2020.09.10
태평소국밥,5,유니유니,존맛탱,2020.09.09
태평소국밥,4,owj****,조아요,2020.09.06
태평소국밥,5,dream,맛있음,2020.09.06
태평소국밥,3.5,owj****,조아요,2020.09.06
태평소국밥,0.5,ch11,포장해왔는데 아주 불친절해 기분이 상해 처음으로 영수증 리뷰해봅니다.김치는 안주시길래 여쭤보니 따로 말을 해야 준다는 말을 짜증내며 하시는데 모르고 있는 손님에 그냥 얘기해주면 될것을 그렇게 기분상하게 할필요가 있나요? 다른 리뷰에서도 직원태도에 불만이 나오는데 교육 안하시나봐요다시는 방문 안할것같네요,2020.09.06
태평소국밥,4,바나바나,맛있어요.. 조금 짜요,2020.09.06
태평소국밥,5,짝패,시원하고 가슴이 뻥뚫리는 기분입니다,2020.09.05
태평소국밥,5,khr****,좋아요,2020.09.05
태평소국밥,4,fly****,다음에또 이용할게요,2020.09.04
태평소국밥,3,알콩달콩사월이랑몌랑,없는게없쥬,2020.09.03
태평소국밥,5,sun****,긋,2020.09.02
태평소국밥,4,아링,맛있어요 좋아하는 곳,2020.08.31
태평소국밥,4,ljm****,맛있어요,2020.08.30
태평소국밥,4,츄,"따로국밥, 소갈비탕, 육사시미 맛있었어요~!",2020.08.30
태평소국밥,4.5,wowmj,맛있어요 소머리국밥이 소고기뭇국이네여 신기하고 맛났어요,2020.08.25
태평소국밥,5,대박난도토리,좋아요,2020.08.24
태평소국밥,4,졔졔,12시 50분쯤 갔지만 그래도 손님 많았어요 코로나라서 그런지 2인석 앉으면 옆자리 띄어주시더라구요,2020.08.24
태평소국밥,4.5,대포  김창호,1번째 방문,2020.08.23
태평소국밥,4.5,유니유니,항상 가요,2020.08.23
태평소국밥,3.5,nik****,ㄴ,2020.08.22
태평소국밥,5,어패류빼고다먹음,갈비탕 느낌의 소국밥이에요😋사시미도 완전 맛있었습니다.,2020.08.21
태평소국밥,5,feedstuff,정말 맛 있어요! 사진 보면 그냥 무국 같아서 여기도 그냥 방송덕에 유명한 곳인가 싶었는데 아니었어요. 진한 고기육수가 정말 예술입니다. 내장탕도 정말 맛 있어요. 저렴하고 맛있어서 또 방문할 예정이에요.,2020.08.21
태평소국밥,4,느린하루,맛있어요,2020.08.20
태평소국밥,4,가나다,맛있는데 친절은 글쎄,2020.08.20
태평소국밥,5,날씨요정,최고,2020.08.20
태평소국밥,5,936****,JMT,2020.08.20
태평소국밥,5,pgh****,역시 존맛,2020.08.20
태평소국밥,5,삼셔,핵존맛 다이어트 때문에 반공기씩 먹는데 싹 비웠습니다!,2020.08.19
태평소국밥,5,옴찌,저는 따로국밥 먹고 남자친구는 갈비탕 먹었어요 따로국밥이 찐국이에여 갈비탕은 맛집은아닝가봐.. 난쫀맛탱이였눈데 아 고춧가루는 넣어드시지 마세요 배추김치가 맛있어영 깍두기도 영별류~ 걍 국밥에 김치올려먹으면 맛집 ㅎㅎ레알맛집ㅇㅇ,2020.08.19
태평소국밥,4,syo****,굿,2020.08.19
태평소국밥,5,joi****,양도 많고 맛있네요.,2020.08.18
태평소국밥,4,you****,맛있아용  강추,2020.08.18
태평소국밥,4,so6****,사시미 맛있아요,2020.08.18
태평소국밥,5,hih****,대전갈때마다 꼭가는곳 싸고 대박맛있어요,2020.08.17
태평소국밥,5,cus****,맛있어요,2020.08.16
태평소국밥,5,시도때도없이,가격도 착하고맛도 좋고 대전방문시 다시 가고싶은 맛집입니다,2020.08.16
태평소국밥,3.5,tab****,본점이 더 맛있긴 한듯 ㅠㅠㅜㅜㅠ,2020.08.15
태평소국밥,4,민상파파,싼 가격 굿,2020.08.15
태평소국밥,4,둥,,2020.08.15
태평소국밥,5,재미추구자 한유희,가성비 최고네요,2020.08.15
태평소국밥,5,ssh****,국물 찐이에요^-^재방문 예정~~~,2020.08.14
태평소국밥,5,잠만보,굳굳  내장탕 쵝오,2020.08.14
태평소국밥,5,qod****,역시 ㅎㅎㅎ,2020.08.13
태평소국밥,4.5,123,으 육사시미를 소주랑 먹었어야했는데...,2020.08.12
태평소국밥,3,cle****,맛있어요~,2020.08.10
태평소국밥,0.5,don****,국밥도 별로고 그나마 육사시미는 좀먹을만했고 친절도 최악,2020.08.09
태평소국밥,5,퐁퐁,국밥과 육사시미의 환상조합 굿굿,2020.08.08
태평소국밥,5,kkomi80,넘 맛나요. 늘 생각나는 맛!,2020.08.08
태평소국밥,4,MINE,맛있어요,2020.08.08
태평소국밥,5,가나다같이,내장탕 진짜 맛있어요.정말 맛있는 국물!갈비탕도 맛있었지만 내장탕이 너무 맛있었네요.육사시미도 가성비 굿.,2020.08.05
태평소국밥,5,딱지맘,맛있어요,2020.08.05
태평소국밥,5,ekt****,맛있어요~,2020.08.04
태평소국밥,3.5,울티마짱,조아요,2020.08.04
태평소국밥,4,달이,내장탕맛나요,2020.08.04
태평소국밥,2.5,amh****,맛은 있는데..웨이팅 관리 좀 해주세요늦게 온 사람이 먼저 들어가고 누가 먼저 왔는지 확인도 안되고 가게 앞이 아수라장이네요,2020.08.03
태평소국밥,0.5,ns9****,오는 손님 수준이 땅바닥...ㅠㅠ,2020.08.02
태평소국밥,5,asuka,술먹고 다음날 절 구제해준 곳이예요,2020.08.02
태평소국밥,5,oks****,지금까지 먹어본 국밥하고는 전혀 다른 깔끔한 국법맛이네요^^ 맛집 중에 맛집!!,2020.08.02
태평소국밥,4.5,나,"엥 맛있어요! 국밥시키면 소금, 후추가 따로 없어요! 싱거운 느낌은 없지만 혹시 짜게 드시는 분이 있으시다면 미리 알아두세요 ㅎㅎ 주차장도 있어서 편하게 주차하고 10팀 정도 기다리고 들어갔어요. 소국밥이랑 따로국밥 갈비찜을 먹었는데 국밥은 따로국밥을 더... 추천해요 진짜 맛있어요!! 소국밥보다 진한느낌..? 갈비찜은 매운걸 못먹어서 궁중갈비찜을 먹었는데 조금 쫄인 후에 먹었더니 딱 입에 맞았어요!!",2020.08.02
태평소국밥,4.5,hee****,친절해요~~~~~~,2020.08.02
태평소국밥,5,혠이,완전 맛있어요~!!,2020.08.01
태평소국밥,5,ese****,맛나요,2020.08.01
태평소국밥,5,gus****,굿,2020.07.31
태평소국밥,4.5,didi,맛나요!,2020.07.30
태평소국밥,5,sky코아미,맛있었어요♡♡,2020.07.28
태평소국밥,5,명군,해장에는 쵝오,2020.07.26
태평소국밥,5,ksh****,굿,2020.07.26
태평소국밥,5,조,코리아패스트푸드국밥. 앉자마자 1분도 안지나서 국밥이 나왔는데 맛도 미쳤음. 저녁시간 살짝 전에 갔더니 나올때 줄이 길어서 놀랐음. 육사시미 안시키면바보임.,2020.07.25
태평소국밥,5,kiy****,맛있어요~~,2020.07.25
태평소국밥,5,유니짱,가격 착하고 맛도 Good~^~^,2020.07.25
태평소국밥,5,곰곰,매운갈비찜 진짜 맛있어요,2020.07.24
태평소국밥,5,ksh****,굿,2020.07.24
태평소국밥,4.5,바이크캠퍼,,2020.07.24
태평소국밥,5,Stella,11,2020.07.23
태평소국밥,0.5,kan****,태평소국밥 본점 20년차 단골입니다 집가까운 봉명에 갔는데 첫맛은 약간 물탄듯 밍밍했어요본점은 모든고기가 잘게 찟어져서 국물과함께 먹을수 있었는데 여기는 고기 대충 잘라 넣은듯한 느낌이었습니다 김치랑 깍두기는 왜그리 맛이 없던지...갈마동 분점은 맛이 본점하고 똑같았는데 봉명은 그렇지 못하네요 젊은사람들 많던데 태평소국밥이 이런맛으로 알까비 걱정이 되더군요 정말 맛있는데 말이죠... 암튼 태평소국밥 다니면서 처음으로 남기고 나왔습니다 봉명점은 다시 갈일 없겠네요 다른분들도 기회 되시면 본점가서 드셔보세요 봉명하고 김치부터 다르니까요,2020.07.23
태평소국밥,5,Song,,2020.07.22
태평소국밥,4,dlr****,추천맛집인증,2020.07.21
태평소국밥,5,gkd****,ㅡ,2020.07.19
태평소국밥,5,도운거사,,2020.07.19
태평소국밥,5,97x****,매운갈비찜 진짜 너무 맛있어요,2020.07.19
태평소국밥,4,lusy,자주가는곳. 맛은 좋은데 에어컨좀켰으면...,2020.07.18
이태리국시 본점,5,fig****,점심특선은 과할정도로 훌륭한 맛과 구성이에요흑임자 스프레드에 빵만 먹어도 행복 ㅠ곱창차돌돌솥치즈파스타는 진리입니다,2020.09.24
이태리국시 본점,5,프님,맛도 좋지만 친절함이 좋아요!맛이 아무리있어도 불친절하면  꽝이잖아요.저번에 친구가 맛있다고 델꼬가줬는데 맛있어서 남자친구랑 방문했어요! 여전히 맛잇어요!,2020.09.24
이태리국시 본점,5,오렌지,친구 추천으로 방문한 곳인데 음식이 너무 맛있어요!! ㅜㅜ 재방문 의사 있습니다. 강추에요!!,2020.09.24
이태리국시 본점,5,eaz****,자리 마련해 주신곳도 좋았고퓨전음식 별로 좋아하진 않는데 의외의 궁합이어도 맛있더군요잘먹었습니다~,2020.09.23
이태리국시 본점,5,ree****,맛있고 저렴해요~ 분위기가 좋아서 인스타 사진 듬뿍찍고갑니다,2020.09.23
이태리국시 본점,5,블러프,끝맛이 진하고 깔끔 >_<,2020.09.23
이태리국시 본점,5,사라한,여기 맛집으로 강추!숯불스테이크쌈피자 완전 맛있어요!사장님도 친절하셔서 종종 가는곳~,2020.09.23
이태리국시 본점,5,jun****,너무나 맛있는 저의 단골집!친절하시고 인테리어도 깔끔~!!잘먹고가요~,2020.09.23
이태리국시 본점,5,제인,직원들 모두 친절하셨고 음식도 넘 맛있었어요 ! 이색적인 메뉴들이 많아서 색달랐고 곱창차돌치즈파스타 특히 제입맛에 잘맞았어요 ^^!,2020.09.23
