place,phone,address,hour,url
바위 클라이밍 센터,062-229-0510,광주 동구 예술길 31-15 광주아트센터,평일12:00-24:00,http://blog.naver.com/ba-wi
기아수영장,062-457-5000,광주 서구 화운로 211,평일06:00-21:30,http://cafe.daum.net/kia-sports
광주북구건강복지타운 우산수영장,062-267-8850,광주 북구 중문로 62 58,평일06:00-21:00,http://bgsc.kr/
클라이븐 클라이밍 컴퍼니,062-236-5051,광주 동구 충장로안길 40-2,평일12:00-01:00,http://climben.blog.me/
송산승마스쿨,062-943-7100,광주 광산구 가삼안길 68-100 송산승마스쿨,매일09:00-18:00,http://www.songsanriding.kr/
승촌보오토캠핑장,061-333-9638,광주 남구 승촌보길 90,NaN,https://camp.xticket.kr/web/main?shopEncode=a1535c44b7b5b3ab38fd902f0c58f8600f1a57e45999ac4b1a7b8c321f1d2df5
주노글램핑 광주점,010-8340-7069,광주 서구 상무자유로 29-1,매일09:00-19:00,http://www.062glamping.com
광주시민의숲야영장,062-971-6467,광주 북구 추암로 190,NaN,http://greencity.gwangju.go.kr/
acc디자인호텔,062-234-8000,광주 동구 금남로 226-11,매일00:00-24:00,http://acchotel.kr/
광주패밀리랜드 카라반 캠핑장,062-607-8088,광주 북구 우치로 677,매일00:00-24:00,http://familyland.dainkorea.co.kr/index_camping.html
노블스테이,062-445-7700,광주 광산구 임방울대로826번길 19-7,매일00:00-24:00,https://blog.naver.com/ns-hotel
탑클라우드호텔 광주점,062-972-3111,광주 광산구 임방울대로825번길 57-1,매일00:00-24:00,NaN
이마트 광주점,062-360-0123,광주 서구 죽봉대로 61 광주 이마트,일요일10:00-23:00,http://emart.com
롯데마트 광주수완점,062-975-2500,광주 광산구 장신로 98,매일10:00-23:00,http://company.lottemart.com/suwan.mart
롯데마트 월드컵점,062-610-2500,광주 서구 금화로 240 월드컵경기장,매일10:00-23:00,http://company.lottemart.com/worldcup.mart
롯데마트 첨단점,062-962-2500,광주 광산구 첨단강변로99번길 22,매일10:00-23:00,http://company.lottemart.com/cheomdan.mart
홈플러스 계림점,062-530-8000,광주 동구 무등로 314,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0078&ind=HOMEPLUS
롯데마트 상무점,062-602-2500,광주 서구 시청로 40,평일10:00-23:00,http://company.lottemart.com/sangmu.mart
홈플러스 동광주점,062-250-8000,광주 북구 동문대로 200 삼성홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0030&ind=HOMEPLUS
이마트 광산점,062-949-1234,광주 광산구 사암로 172 광산 이마트,일요일10:00-23:00,http://emart.com
이마트 봉선점,062-611-1234,광주 남구 봉선로 198,일요일10:00-23:00,http://emart.com
홈플러스 광주하남점,062-616-8000,광주 광산구 용아로 390,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0077&ind=HOMEPLUS
성심당 본점,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/
옛터민속박물관,042-274-0016,대전 동구 산내로 321-35 옛터민속박물관,매일11:30-22:00,http://www.yetermuseum.com/
광천식당,062-365-2695,광주 서구 화운로322번길 13,NaN,NaN
오씨칼국수,042-627-9972,대전 동구 옛신탄진로 13,매일11:00-21:00,NaN
성심당 케익부띠끄,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/
모루,062-376-9900,광주 서구 군분2로 11,NaN,NaN
태평소국밥,042-525-5820,대전 유성구 온천동로65번길 50,매일00:00-24:00,NaN
이태리국시 본점,042-485-0950,대전 서구 둔산로31번길 31 방림빌딩 2층,평일11:30-21:30,http://www.italyguksi.com
진로집,042-226-0914,대전 중구 중교로 45-5,매일11:00-22:00,NaN
빕스 대전둔산점,042-472-0997,대전 서구 대덕대로 243 광신빌딩 2층,매일11:30-21:00,http://www.ivips.co.kr/
성심당 본점,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/
성심당 케익부띠끄,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/
모루,062-376-9900,광주 서구 군분2로 11,NaN,NaN
커피인터뷰,042-823-3712,대전 유성구 한밭대로371번길 25-3,매일11:00-22:00,http://coffeeinterview.com
성심당 대전역점,1588-8069,대전 동구 중앙로 215 대전역,매일06:30-23:00,http://www.sungsimdang.co.kr/
우암사적공원,042-673-9286,대전 동구 충정로 53 남간정사,매일05:00-21:00,NaN
금강로하스대청공원,042-608-5573,대전 대덕구 대청로 607,NaN,NaN
뿌리공원,042-288-8300,대전 중구 뿌리공원로 79 뿌리공원,매일06:00-22:00,http://djjunggu.go.kr/html/hyo/bburi/bburi_030101.html
대동하늘공원,NaN,대전 동구 동대전로110번길 182,NaN,NaN
테미공원,042-606-7753,대전 중구 보문로199번길 37-36,NaN,NaN
엑스포 과학공원,042-250-1111,대전 유성구 대덕대로 480,NaN,http://www.expopark.co.kr/
남선공원,NaN,대전 서구 남선로 66,NaN,http://tour.daejeon.go.kr/tourism/park/namsun/
솔로몬로파크,042-323-8820,대전 유성구 엑스포로 219-39,월요일00:00-00:00,http://solomondj.lawnorder.go.kr/new2/index.jsp
클라이밍짐리드 충대점,042-825-5014,대전 유성구 대학로76번안길 62,NaN,http://cafe.daum.net/leadclimbing
대전클라이밍센터,042-526-8848,대전 서구 갈마로 163,매일11:00-23:00,http://cafe.daum.net/djclimbingcenter
클라이밍짐리드 유성점,042-825-5013,대전 유성구 계룡로 129 이화빌딩 2층,NaN,http://cafe.daum.net/leadclimbing
테크노클라이밍짐,042-933-5015,대전 유성구 테크노4로 57,평일11:00-23:00,http://cafe.daum.net/technoclimbing-gym
레이저태그스포츠,042-472-6675,대전 서구 대덕대로 325 스타게이트 씨네몰5층,일요일12:00-20:00,http://www.lasertagsports.com
대전패러글라이딩 휘파람새스쿨,010-4403-8058,대전 동구 동부로 56-7 판암4차주공아파트,NaN,http://cafe.daum.net/works5752/
우명낚시터가든,042-841-9545,대전 서구 우명길 148 우명낚시터,NaN,NaN
산내태봉낚시터,042-273-0693,대전 동구 산내로2번길 73,NaN,NaN
장태산자연휴양림,042-270-7883,대전 서구 장안로 461,NaN,http://www.jangtaesan.or.kr/
유성호텔,042-820-0100,대전 유성구 온천로 9 유성호텔,평일00:00-24:00,http://www.yousunghotel.com/
롯데시티호텔 대전,042-333-1000,대전 유성구 엑스포로123번길 33 롯데시티호텔대전,NaN,https://www.lottehotel.com/daejeon-city/ko.html
대청호 로하스 캠핑장,042-933-6575,대전 대덕구 대청로424번길 200,매일00:00-24:00,http://www.camplohas.com/main/
대전라마다호텔,042-540-1000,대전 유성구 계룡로 127,매일00:00-24:00,https://ramadahoteldaejeon.modoo.at/
인터시티호텔,042-600-6000,대전 유성구 온천로 92,평일00:00-24:00,http://www.hotelinterciti.com/
토요코인호텔 대전정부청사앞,042-545-1045,대전 서구 둔산중로134번길 13,NaN,http://www.toyoko-inn.co.kr
호텔3월,042-825-8000,대전 서구 둔산중로32번길 29,매일00:00-24:00,http://hotel-march.com/
호텔 그레이톤 둔산,042-482-1000,대전 서구 둔산중로 70,NaN,http://www.graytone.co.kr/
상소오토캠핑장,042-273-4174,대전 동구 산내로 748 상소동오토캠핑장,NaN,http://www.sangsocamping.kr/camping.asp?location=001
홈플러스 유성점,042-841-2080,대전 유성구 한밭대로 502 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0185&ind=HOMEPLUS
코스트코코리아대전점,1899-9900,대전 중구 오류로 41,매일10:00-22:00,https://www.costco.co.kr/store-finder
이마트 둔산점,042-479-1234,대전 서구 둔산북로 41 대전둔산이마트전용주차장,일요일10:00-23:00,http://emart.com
이마트 대전터미널점,042-615-1234,대전 동구 동서대로 1689 대전복합터미널 (서관),일요일10:00-23:00,http://emart.com
롯데마트 노은점,042-525-2500,대전 유성구 북유성대로 206,매일10:00-23:00,http://company.lottemart.com/noeun.mart
이마트 트레이더스 월평점,042-718-1234,대전 서구 한밭대로 580 신세계이마트,일요일10:00-23:00,http://store.traders.co.kr/service/info02_174.jsp?storeCode=174
롯데마트 서대전점,042-540-2500,대전 유성구 유성대로 26-37,매일10:00-23:00,http://company.lottemart.com/seodaejeon.mart
세이브존 대전점,042-479-9000,대전 서구 둔산로 201 국화아파트,평일10:00-22:00,http://dj.savezone.co.kr/BrandCH/Branch/Main.asp
롯데마트 대덕점,042-930-2500,대전 유성구 테크노중앙로 14 롯데마트대덕테크노밸리점,매일10:00-23:00,http://company.lottemart.com/daedeok.mart
홈플러스 대전둔산점,042-611-8000,대전 서구 문예로 107 홈플러스대전둔산점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0035&ind=HOMEPLUS
언양기와집불고기,052-262-4884,울산 울주군 언양읍 헌양길 86,매일11:00-21:00,http://www.기와집.kr
베테랑 바베큐,052-239-5515,울산 울주군 서생면 해맞이로 924,매일12:00-21:00,http://blog.naver.com/foodmasta/
바다바라기,052-282-8866,울산 북구 정자1길 111,평일10:00-01:00,https://www.instagram.com/badabaraki
반올림피자샵 울산남구점,052-257-2827,울산 남구 신정로78번길 10,매일12:00-23:30,http://handmadepizza.co.kr
반올림피자샵 울산중구점,050-7987-2802,울산 중구 옥골샘길 12,매일12:00-23:30,http://handmadepizza.co.kr
헤이다이닝,070-8777-7776,울산 남구 돋질로312번길 7,월요일11:30-22:00,https://www.instagram.com/hey_dining/
헤이메르,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official
조민석의청년갈비 삼산본점,052-260-1749,울산 남구 삼산중로 26 조민석의청년갈비삼산본점,토요일17:00-24:00,NaN
언양불고기한마당한우촌,052-262-2047,울산 울주군 언양읍 웃방천5길 10,매일11:00-09:30,http://blog.naver.com/hun7611
헤이메르,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official
테이블세터,010-3669-4443,울산 울주군 서생면 신리길 102,토요일11:00-20:00,http://www.instagram.com/tablesetter_thesun
카페 수피아,010-4991-6782,울산 울주군 삼남면 장제1길 13-11,매일11:00-21:30,http://instagram.com/cafe_soopia
어글리스토브 울산더테라스가든점,052-257-8459,"울산 남구 삼산로 231 더테라스가든 3층 315,316호",매일11:00-21:30,http://www.uglystove.com/
인얼스커피 울산동구점,052-209-2347,울산 동구 해수욕장7길 5,매일09:00-22:00,http://inearthcoffee.com
빈티큐,070-7553-3240,울산 중구 함월7길 17 1층,매일11:00-23:00,http://vintiquestudio.com/
앙뚜케이크,010-6521-0730,울산 중구 중앙길 107-1,목요일12:00-19:00,http://antoicake.modoo.at/
롯데시네마 울산,1544-8855,울산 남구 삼산로 282 롯데백화점 영플라자3층,NaN,http://www.facebook.com/lottecinema.kr
INGG CINEPARK,NaN,울산 울주군 범서읍 두동로 702,NaN,NaN
태화강국가정원,052-229-7563,울산 중구 태화강국가정원길 154,매일00:00-24:00,NaN
울산대공원,052-271-8818,울산 남구 대공원로 94,평일05:00-23:00,http://www.ulsanpark.com/
학성공원,052-290-4423,울산 중구 학성공원3길 54 학성공원,매일00:00-24:00,NaN
울산애견공원,052-256-6389,울산 남구 남부순환도로 209,매일10:00-18:00,NaN
포니랜드,010-8263-9588,울산 울주군 언양읍 대암1길 153-29,월요일00:00-00:00,http://www.언양자연체험장.kr/
울주해양레포츠센터,052-239-4700,울산 울주군 서생면 해맞이로 1560 해양레포츠센터,NaN,http://울주해양레포츠센터.kr/
라온클라이밍짐,010-5129-2469,울산 남구 삼산로 48 효천빌딩 12층 라온클라이밍짐,평일10:00-22:30,https://kwr9977.modoo.at
요트탈래,1599-1789,부산 해운대구 동백로 52 더베이101 요트투어 매표소,매일09:00-22:00,http://www.yachttale.com
휘폴수영장,052-222-9600,울산 중구 다운로 121,평일06:00-21:00,http://www.fifoal.com/
울산바다낚시터,052-238-8811,울산 울주군 서생면 해맞이로 1078-68,매일08:00-16:00,http://cafe.naver.com/jinha8141
신신낚시 무거점,052-277-8114,울산 남구 남산로 38,매일09:30-21:00,https://smartstore.naver.com/saoutdoor
해적 바다실내낚시터,052-975-1136,울산 남구 대학로76번길 8 지하 1층,매일11:00-23:00,NaN
서프홀릭 울산점,052-237-8584,울산 울주군 서생면 진하해변길 40 서프홀릭 울산,매일08:00-23:00,http://01031121504.ussoft.kr/
호텔현대 바이 라한 울산,052-251-2233,울산 동구 방어진순환도로 875 호텔현대 바이 라한 울산,매일00:00-24:00,https://www.lahanhotels.com/ulsan/index.do
롯데호텔 울산,052-960-1000,울산 남구 삼산로 282 롯데호텔,매일00:00-24:00,https://www.lottehotel.com/ulsan-hotel/ko.html
샌디아온천,052-254-8890,울산 울주군 상북면 알프스온천2길 58,매일18:00-11:00,http://www.sandia.kr/
캠핑월드,010-4406-0012,충북 충주시 동량면 호반로 696-1,NaN,http://충주호캠핑월드.com/
롯데시티호텔 울산,052-990-1000,울산 남구 삼산로 204,매일00:00-24:00,https://www.lottehotel.com/ulsan-city/ko.html
작천정별빛야영장,052-254-7720,울산 울주군 상북면 자수정로 320 작천정별빛야영장 관리사무소,NaN,http://camping.ulju.ulsan.kr/
신라스테이 울산,052-901-9000,울산 남구 삼산로 200,NaN,http://www.shillastay.com/ulsan
스타즈호텔 울산,052-922-4000,울산 남구 남중로 65,NaN,http://www.stazhotelulsan.com
들살이오토캠핑장,010-4841-9822,울산 울주군 상북면 배내로 1064-4,매일00:00-24:00,http://cafe.naver.com/deulsalicamping
롯데마트 울산점,052-228-2500,울산 남구 삼산로 74,매일10:00-23:00,http://company.lottemart.com/ulsan.mart
코스트코코리아 울산점,1899-9900,울산 북구 진장유통로 78-12,매일10:00-22:00,https://www.costco.co.kr/store-finder
홈플러스 울산점,052-290-8000,울산 중구 번영로 475 홈플러스울산점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0023&ind=HOMEPLUS
이마트 울산점,052-220-1234,울산 남구 남중로 48 울산점E-MART 울산 E-MART,일요일10:00-23:00,http://emart.com
롯데마트 진장점,052-240-2500,울산 북구 진장유통로 64,매일10:00-23:00,http://company.lottemart.com/jinjang.mart
홈플러스 울산남구점,052-270-8000,울산 남구 수암로 148 홈플러스 울산남구점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0034&ind=HOMEPLUS
메가마트신선도원몰,052-219-6000,울산 북구 진장17길 10,매일10:00-23:00,http://home.megamart.com/store/2705
세이브존 울산점,052-261-9000,울산 남구 번영로250번길 9 세이브존(울산점),매일10:00-22:00,http://us.savezone.co.kr/BrandCH/Branch/Main.asp
홈플러스 울산동구점,052-230-8000,울산 동구 방어진순환도로 637 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0084&ind=HOMEPLUS
홈플러스 울산북구점,052-293-2080,울산 북구 신답로 26 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0165&ind=HOMEPLUS
승촌보오토캠핑장,061-333-9638,광주 남구 승촌보길 90,NaN,https://camp.xticket.kr/web/main?shopEncode=a1535c44b7b5b3ab38fd902f0c58f8600f1a57e45999ac4b1a7b8c321f1d2df5
주노글램핑 광주점,010-8340-7069,광주 서구 상무자유로 29-1,매일09:00-19:00,http://www.062glamping.com
광주시민의숲야영장,062-971-6467,광주 북구 추암로 190,NaN,http://greencity.gwangju.go.kr/
acc디자인호텔,062-234-8000,광주 동구 금남로 226-11,매일00:00-24:00,http://acchotel.kr/
광주패밀리랜드 카라반 캠핑장,062-607-8088,광주 북구 우치로 677,매일00:00-24:00,http://familyland.dainkorea.co.kr/index_camping.html
노블스테이,062-445-7700,광주 광산구 임방울대로826번길 19-7,매일00:00-24:00,https://blog.naver.com/ns-hotel
탑클라우드호텔 광주점,062-972-3111,광주 광산구 임방울대로825번길 57-1,매일00:00-24:00,NaN
이마트 광주점,062-360-0123,광주 서구 죽봉대로 61 광주 이마트,일요일10:00-23:00,http://emart.com
롯데마트 광주수완점,062-975-2500,광주 광산구 장신로 98,매일10:00-23:00,http://company.lottemart.com/suwan.mart
롯데마트 월드컵점,062-610-2500,광주 서구 금화로 240 월드컵경기장,매일10:00-23:00,http://company.lottemart.com/worldcup.mart
롯데마트 첨단점,062-962-2500,광주 광산구 첨단강변로99번길 22,매일10:00-23:00,http://company.lottemart.com/cheomdan.mart
홈플러스 계림점,062-530-8000,광주 동구 무등로 314,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0078&ind=HOMEPLUS
롯데마트 상무점,062-602-2500,광주 서구 시청로 40,평일10:00-23:00,http://company.lottemart.com/sangmu.mart
홈플러스 동광주점,062-250-8000,광주 북구 동문대로 200 삼성홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0030&ind=HOMEPLUS
이마트 광산점,062-949-1234,광주 광산구 사암로 172 광산 이마트,일요일10:00-23:00,http://emart.com
이마트 봉선점,062-611-1234,광주 남구 봉선로 198,일요일10:00-23:00,http://emart.com
홈플러스 광주하남점,062-616-8000,광주 광산구 용아로 390,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0077&ind=HOMEPLUS
성심당 본점,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/
옛터민속박물관,042-274-0016,대전 동구 산내로 321-35 옛터민속박물관,매일11:30-22:00,http://www.yetermuseum.com/
광천식당,062-365-2695,광주 서구 화운로322번길 13,NaN,NaN
오씨칼국수,042-627-9972,대전 동구 옛신탄진로 13,매일11:00-21:00,NaN
성심당 케익부띠끄,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/
모루,062-376-9900,광주 서구 군분2로 11,NaN,NaN
태평소국밥,042-525-5820,대전 유성구 온천동로65번길 50,매일00:00-24:00,NaN
이태리국시 본점,042-485-0950,대전 서구 둔산로31번길 31 방림빌딩 2층,평일11:30-21:30,http://www.italyguksi.com
진로집,042-226-0914,대전 중구 중교로 45-5,매일11:00-22:00,NaN
빕스 대전둔산점,042-472-0997,대전 서구 대덕대로 243 광신빌딩 2층,매일11:30-21:00,http://www.ivips.co.kr/
성심당 본점,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/
성심당 케익부띠끄,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/
모루,062-376-9900,광주 서구 군분2로 11,NaN,NaN
커피인터뷰,042-823-3712,대전 유성구 한밭대로371번길 25-3,매일11:00-22:00,http://coffeeinterview.com
성심당 대전역점,1588-8069,대전 동구 중앙로 215 대전역,매일06:30-23:00,http://www.sungsimdang.co.kr/
우암사적공원,042-673-9286,대전 동구 충정로 53 남간정사,매일05:00-21:00,NaN
금강로하스대청공원,042-608-5573,대전 대덕구 대청로 607,NaN,NaN
뿌리공원,042-288-8300,대전 중구 뿌리공원로 79 뿌리공원,매일06:00-22:00,http://djjunggu.go.kr/html/hyo/bburi/bburi_030101.html
대동하늘공원,NaN,대전 동구 동대전로110번길 182,NaN,NaN
테미공원,042-606-7753,대전 중구 보문로199번길 37-36,NaN,NaN
엑스포 과학공원,042-250-1111,대전 유성구 대덕대로 480,NaN,http://www.expopark.co.kr/
남선공원,NaN,대전 서구 남선로 66,NaN,http://tour.daejeon.go.kr/tourism/park/namsun/
솔로몬로파크,042-323-8820,대전 유성구 엑스포로 219-39,월요일00:00-00:00,http://solomondj.lawnorder.go.kr/new2/index.jsp
클라이밍짐리드 충대점,042-825-5014,대전 유성구 대학로76번안길 62,NaN,http://cafe.daum.net/leadclimbing
대전클라이밍센터,042-526-8848,대전 서구 갈마로 163,매일11:00-23:00,http://cafe.daum.net/djclimbingcenter
클라이밍짐리드 유성점,042-825-5013,대전 유성구 계룡로 129 이화빌딩 2층,NaN,http://cafe.daum.net/leadclimbing
테크노클라이밍짐,042-933-5015,대전 유성구 테크노4로 57,평일11:00-23:00,http://cafe.daum.net/technoclimbing-gym
레이저태그스포츠,042-472-6675,대전 서구 대덕대로 325 스타게이트 씨네몰5층,일요일12:00-20:00,http://www.lasertagsports.com
대전패러글라이딩 휘파람새스쿨,010-4403-8058,대전 동구 동부로 56-7 판암4차주공아파트,NaN,http://cafe.daum.net/works5752/
우명낚시터가든,042-841-9545,대전 서구 우명길 148 우명낚시터,NaN,NaN
산내태봉낚시터,042-273-0693,대전 동구 산내로2번길 73,NaN,NaN
장태산자연휴양림,042-270-7883,대전 서구 장안로 461,NaN,http://www.jangtaesan.or.kr/
유성호텔,042-820-0100,대전 유성구 온천로 9 유성호텔,평일00:00-24:00,http://www.yousunghotel.com/
롯데시티호텔 대전,042-333-1000,대전 유성구 엑스포로123번길 33 롯데시티호텔대전,NaN,https://www.lottehotel.com/daejeon-city/ko.html
대청호 로하스 캠핑장,042-933-6575,대전 대덕구 대청로424번길 200,매일00:00-24:00,http://www.camplohas.com/main/
대전라마다호텔,042-540-1000,대전 유성구 계룡로 127,매일00:00-24:00,https://ramadahoteldaejeon.modoo.at/
인터시티호텔,042-600-6000,대전 유성구 온천로 92,평일00:00-24:00,http://www.hotelinterciti.com/
토요코인호텔 대전정부청사앞,042-545-1045,대전 서구 둔산중로134번길 13,NaN,http://www.toyoko-inn.co.kr
호텔3월,042-825-8000,대전 서구 둔산중로32번길 29,매일00:00-24:00,http://hotel-march.com/
호텔 그레이톤 둔산,042-482-1000,대전 서구 둔산중로 70,NaN,http://www.graytone.co.kr/
상소오토캠핑장,042-273-4174,대전 동구 산내로 748 상소동오토캠핑장,NaN,http://www.sangsocamping.kr/camping.asp?location=001
홈플러스 유성점,042-841-2080,대전 유성구 한밭대로 502 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0185&ind=HOMEPLUS
코스트코코리아대전점,1899-9900,대전 중구 오류로 41,매일10:00-22:00,https://www.costco.co.kr/store-finder
이마트 둔산점,042-479-1234,대전 서구 둔산북로 41 대전둔산이마트전용주차장,일요일10:00-23:00,http://emart.com
이마트 대전터미널점,042-615-1234,대전 동구 동서대로 1689 대전복합터미널 (서관),일요일10:00-23:00,http://emart.com
롯데마트 노은점,042-525-2500,대전 유성구 북유성대로 206,매일10:00-23:00,http://company.lottemart.com/noeun.mart
이마트 트레이더스 월평점,042-718-1234,대전 서구 한밭대로 580 신세계이마트,일요일10:00-23:00,http://store.traders.co.kr/service/info02_174.jsp?storeCode=174
롯데마트 서대전점,042-540-2500,대전 유성구 유성대로 26-37,매일10:00-23:00,http://company.lottemart.com/seodaejeon.mart
세이브존 대전점,042-479-9000,대전 서구 둔산로 201 국화아파트,평일10:00-22:00,http://dj.savezone.co.kr/BrandCH/Branch/Main.asp
롯데마트 대덕점,042-930-2500,대전 유성구 테크노중앙로 14 롯데마트대덕테크노밸리점,매일10:00-23:00,http://company.lottemart.com/daedeok.mart
홈플러스 대전둔산점,042-611-8000,대전 서구 문예로 107 홈플러스대전둔산점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0035&ind=HOMEPLUS
언양기와집불고기,052-262-4884,울산 울주군 언양읍 헌양길 86,매일11:00-21:00,http://www.기와집.kr
베테랑 바베큐,052-239-5515,울산 울주군 서생면 해맞이로 924,매일12:00-21:00,http://blog.naver.com/foodmasta/
바다바라기,052-282-8866,울산 북구 정자1길 111,평일10:00-01:00,https://www.instagram.com/badabaraki
반올림피자샵 울산남구점,052-257-2827,울산 남구 신정로78번길 10,매일12:00-23:30,http://handmadepizza.co.kr
반올림피자샵 울산중구점,050-7987-2802,울산 중구 옥골샘길 12,매일12:00-23:30,http://handmadepizza.co.kr
헤이다이닝,070-8777-7776,울산 남구 돋질로312번길 7,월요일11:30-22:00,https://www.instagram.com/hey_dining/
헤이메르,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official
조민석의청년갈비 삼산본점,052-260-1749,울산 남구 삼산중로 26 조민석의청년갈비삼산본점,토요일17:00-24:00,NaN
언양불고기한마당한우촌,052-262-2047,울산 울주군 언양읍 웃방천5길 10,매일11:00-09:30,http://blog.naver.com/hun7611
헤이메르,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official
테이블세터,010-3669-4443,울산 울주군 서생면 신리길 102,토요일11:00-20:00,http://www.instagram.com/tablesetter_thesun
카페 수피아,010-4991-6782,울산 울주군 삼남면 장제1길 13-11,매일11:00-21:30,http://instagram.com/cafe_soopia
어글리스토브 울산더테라스가든점,052-257-8459,"울산 남구 삼산로 231 더테라스가든 3층 315,316호",매일11:00-21:30,http://www.uglystove.com/
인얼스커피 울산동구점,052-209-2347,울산 동구 해수욕장7길 5,매일09:00-22:00,http://inearthcoffee.com
빈티큐,070-7553-3240,울산 중구 함월7길 17 1층,매일11:00-23:00,http://vintiquestudio.com/
앙뚜케이크,010-6521-0730,울산 중구 중앙길 107-1,목요일12:00-19:00,http://antoicake.modoo.at/
롯데시네마 울산,1544-8855,울산 남구 삼산로 282 롯데백화점 영플라자3층,NaN,http://www.facebook.com/lottecinema.kr
INGG CINEPARK,NaN,울산 울주군 범서읍 두동로 702,NaN,NaN
태화강국가정원,052-229-7563,울산 중구 태화강국가정원길 154,매일00:00-24:00,NaN
울산대공원,052-271-8818,울산 남구 대공원로 94,평일05:00-23:00,http://www.ulsanpark.com/
학성공원,052-290-4423,울산 중구 학성공원3길 54 학성공원,매일00:00-24:00,NaN
울산애견공원,052-256-6389,울산 남구 남부순환도로 209,매일10:00-18:00,NaN
포니랜드,010-8263-9588,울산 울주군 언양읍 대암1길 153-29,월요일00:00-00:00,http://www.언양자연체험장.kr/
울주해양레포츠센터,052-239-4700,울산 울주군 서생면 해맞이로 1560 해양레포츠센터,NaN,http://울주해양레포츠센터.kr/
라온클라이밍짐,010-5129-2469,울산 남구 삼산로 48 효천빌딩 12층 라온클라이밍짐,평일10:00-22:30,https://kwr9977.modoo.at
요트탈래,1599-1789,부산 해운대구 동백로 52 더베이101 요트투어 매표소,매일09:00-22:00,http://www.yachttale.com
휘폴수영장,052-222-9600,울산 중구 다운로 121,평일06:00-21:00,http://www.fifoal.com/
울산바다낚시터,052-238-8811,울산 울주군 서생면 해맞이로 1078-68,매일08:00-16:00,http://cafe.naver.com/jinha8141
신신낚시 무거점,052-277-8114,울산 남구 남산로 38,매일09:30-21:00,https://smartstore.naver.com/saoutdoor
해적 바다실내낚시터,052-975-1136,울산 남구 대학로76번길 8 지하 1층,매일11:00-23:00,NaN
서프홀릭 울산점,052-237-8584,울산 울주군 서생면 진하해변길 40 서프홀릭 울산,매일08:00-23:00,http://01031121504.ussoft.kr/
호텔현대 바이 라한 울산,052-251-2233,울산 동구 방어진순환도로 875 호텔현대 바이 라한 울산,매일00:00-24:00,https://www.lahanhotels.com/ulsan/index.do
롯데호텔 울산,052-960-1000,울산 남구 삼산로 282 롯데호텔,매일00:00-24:00,https://www.lottehotel.com/ulsan-hotel/ko.html
샌디아온천,052-254-8890,울산 울주군 상북면 알프스온천2길 58,매일18:00-11:00,http://www.sandia.kr/
캠핑월드,010-4406-0012,충북 충주시 동량면 호반로 696-1,NaN,http://충주호캠핑월드.com/
롯데시티호텔 울산,052-990-1000,울산 남구 삼산로 204,매일00:00-24:00,https://www.lottehotel.com/ulsan-city/ko.html
작천정별빛야영장,052-254-7720,울산 울주군 상북면 자수정로 320 작천정별빛야영장 관리사무소,NaN,http://camping.ulju.ulsan.kr/
