Name,Call,Address,Operation,Naver_link,rank,star_score,Visitors,Blog,Category
홈플러스 대구수성점,1588-1692,인천 강화군 길상면 해안남로 814,공휴일09:00-21:00,http://www.instagram.com/ganghwa_greenholiday,0.01607853812910471,4,2716,89,"슈퍼,마트"
연경,032-746-9929,인천 중구 마시란로 71,평일10:00-21:00,,0.020458025657603702,4,199,90,중식당
송쭈집 본점,032-746-3977,인천 중구 마시란로 155,매일10:30-21:00,,0.0071664341375438124,4,606,663,주꾸미요리
만다복,070-7607-1691,인천 강화군 화도면 해안남로1691번길 43-12,매일10:00-21:00,,0.000653350120801715,4,636,1469,중식당
신승반점,070-8862-1512,인천 연수구 인천타워대로132번길 30,토요일11:00-21:00,https://www.instagram.com/grida.dessert,0.0019056045190050021,4,597,1084,중식당
카페오라,032-435-7076,인천 남동구 소래로154번길 77,매일10:00-18:00,,0.014577874570388267,0,597,1084,"카페,디저트"
뻘다방,032-761-4774,인천 중구 자유공원남로 25,,,0.022111818150883044,4,2037,2236,"카페,디저트"
이츠미 상무점,032-466-7282,인천 남동구 무네미로 236,매일05:00-23:00,http://park.incheon.go.kr,0.009769626025113144,4,135,14,떡카페
원조신포닭강정,,인천 연수구 컨벤시아대로 160,,http://www.insiseol.or.kr/institution_guidance/central_park/index.asp,0.01160717323986797,4,1437,1035,"치킨,닭강정"
카페오라,032-509-8820,인천 부평구 평천로 26-47,평일09:00-18:00,http://butterflypark.icbp.go.kr/,0.00704393098989349,0,1437,1035,"카페,디저트"
뻘다방,032-509-6970,인천 부평구 신트리로 21 북구도서관,,,0.006247660530166401,4,2037,2237,"카페,디저트"
하이바다,032-880-4500,인천 미추홀구 수봉안길 84,매일00:00-24:00,,0.00542076428352673,4,794,1727,"카페,디저트"
조양방직,032-550-3500,인천 계양구 봉오대로 855,,,0.016292918637492767,4,2323,3569,"카페,디저트"
그린홀리데이,032-751-7774,인천 중구 영종순환로 279-20,매일00:00-24:00,http://cafe.naver.com/mjfishingsite,0.01855922686902372,4,375,517,카페
마시란비치하우스,032-937-7481,인천 강화군 불은면 중앙로 546,월요일10:00-15:00,http://www.tianlim.co.kr/index_jip.php,0.014761629291863749,4,278,277,"카페,디저트"
마시안제빵소,032-831-4609,인천 연수구 컨벤시아대로 160,,http://cafe.naver.com/komarineyachtclub,0.018314220573723075,4,2111,957,베이커리
토크라피,032-937-7870,인천 강화군 길상면 해안남로117번길 29-18,매일00:00-24:00,http://www.hsfishing.co.kr/,0.009830877598938307,4,939,958,카페
그리다디저트,032-751-1515,인천 중구 백운로186번길 140-1,매일00:00-24:00,http://www.jssea.com/,0.8519641332194705,4,170,321,카페
소래습지생태공원,032-715-5014,인천 서구 완정로 70,평일10:00-23:00,http://www.climbingsquare.kr,0.08437233134073442,4,20,1222,"자연,생태공원"
자유공원,032-710-4340,인천 옹진군 영흥면 선재로226번길 164,매일00:00-24:00,https://cafe.naver.com/sjbada,0.03522630230572161,4,29,1028,근린공원
인천대공원,032-743-9000,인천 중구 영종해안남로 19-5,매일00:00-24:00,http://www.nesthotel.co.kr/,0.04611443210930828,4,67,3949,테마공원
송도 센트럴파크,1833-8855,인천 중구 영종해안남로321번길 186,,http://www.p-city.co.kr/,0.035354397950469685,4,200,3538,시민공원
인천나비공원,032-835-1000,인천 연수구 컨벤시아대로 153,,https://www.marriott.co.kr/hotels/travel/selgi-sheraton-grand-incheon-hotel/,0.03420153714773698,4,32,538,"자연,생태공원"
부평공원,032-210-7000,인천 연수구 테크노파크로 151,,http://www.orakaihotels.com/,0.12527754056362084,4,12,353,근린공원
부평 신트리공원,032-745-1234,인천 중구 영종해안남로321번길 208,매일00:00-24:00,https://www.hyatt.com/ko-KR/hotel/south-korea/grand-hyatt-incheon/inche,0.04269854824935952,4,9,84,근린공원
수봉공원,032-310-5000,인천 연수구 테크노파크로 193,,http://www.centralparkhotel.co.kr/,0.2816823228010248,4,7,291,"도시,테마공원"
서운체육공원,032-770-9500,인천 중구 제물량로 217,매일00:00-24:00,http://www.harborparkhotel.com/,0.1441076003415884,4,5,153,"도시,테마공원"
늘솔길공원,032-425-2700,인천 남동구 소래역로 44,매일00:00-24:00,http://parkmarinehotel.co.kr/,0.040350128095644755,2,6,179,근린공원
만정바다좌대낚시터,032-870-8000,인천 남동구 경원대로 971 홈플러스간석점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0018&ind=HOMEPLUS,0.044995103625607755,4,7,114,낚시터
황청낚시터,032-722-1234,인천 동구 봉수대로 82 이마트트레이더스송림점,일요일10:00-23:00,http://store.traders.co.kr/service/info02_151.jsp?storeCode=151,0.0596945349589678,0,2,147,낚시터
강화레포츠파크,032-363-2500,인천 부평구 길주로 623 롯데마트삼산점,매일10:00-23:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100047,0.028086290724377072,4,81,114,레포츠시설
송도코마린이스트보트하우스,032-428-2080,인천 남동구 예술로 198,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0168&ind=HOMEPLUS,0.05045155452728512,4,626,103,요트
황산바다좌대낚시터,032-763-2080,인천 미추홀구 소성로 6,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0188&ind=HOMEPLUS,0.02900028061093008,4,5,262,낚시터
정성레저낚시터,032-820-1234,인천 연수구 경원대로 184 이마트연수점,일요일10:00-23:00,http://emart.com,0.019987515676988185,4,76,154,낚시터
영흥바다낚시터,032-509-2500,인천 부평구 마장로 296 롯데마트 부평점,매일10:00-23:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100044,0.0307011264524479,3,27,55,낚시터
디스커버리 클라이밍스퀘어 ICN,032-455-8000,인천 남동구 청능대로 596,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0099&ind=HOMEPLUS,0.04004718845028319,4,607,127,암벽등반
선재낚시공원,1899-9900,인천 연수구 컨벤시아대로230번길 60,매일09:00-22:00,https://www.costco.co.kr/store-finder,0.02590096152194206,4,149,115,낚시터
황산초지바다낚시터,032-453-8000,인천 서구 가정로151번길 11 삼성 가좌홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0027&ind=HOMEPLUS,0.026193025959374408,4,8,92,낚시터
네스트호텔,062-385-9085,광주 서구 시청로60번길 21-9 메가박스,월요일11:30-22:00,https://blog.naver.com/ssbarato,0.047245717819939415,4,756,3728,호텔
파라다이스시티,062-236-1408,광주 동구 천변우로 405-15,평일11:30-21:30,https://instagram.com/hago.s,0.03392070736861395,4,579,3797,호텔
쉐라톤 그랜드 인천 호텔,062-385-9200,광주 서구 운천로 253,매일11:30-24:00,http://sangmusushi.kr/,0.05008046088913578,4,271,1240,호텔
오라카이 송도파크 호텔,062-234-9933,광주 동구 지산로 21,매일12:00-01:00,http://0622349933.bdp.kr/,0.02310057897479656,4,271,956,호텔
그랜드하얏트인천웨스트타워,062-527-0248,광주 북구 경양로 126,매일09:00-01:00,,0.015555008332426597,4,478,1061,호텔
송도센트럴파크호텔,062-364-5410,광주 서구 천변좌로 262,공휴일07:00-24:00,,0.02960158974682022,4,134,874,호텔
베스트웨스턴 하버파크호텔,062-222-3231,광주 동구 충장로 102-11,매일11:00-21:00,,0.017829674892193864,4,99,426,호텔
트리캠핑장,062-944-1489,광주 서구 상무자유로 24,매일11:00-22:00,,0.02504194847067043,3,9,238,"캠핑,야영장"
파크마린호텔,062-954-8288,광주 광산구 임방울대로 338,평일11:30-15:30,http://스시앤그릴.com/,0.016589260046157635,4,307,361,호텔
홈플러스 간석점,070-7204-4995,광주 광산구 용아로 251,,,0.02388056282535119,4,8884,471,"슈퍼,마트"
이마트 트레이더스 송림점,062-222-3477,광주 동구 충장로 93-6,매일10:00-21:30,http://www.kungjeun.co.kr/,0.03850440101019935,4,18390,1393,"슈퍼,마트"
롯데마트 삼산점,062-224-8241,광주 동구 서석로7번길 14,매일11:30-21:30,http://www.instagram.com/cafebarie/,0.03180409921028067,4,10967,285,"슈퍼,마트"
홈플러스 구월점,1522-3232,광주 서구 죽봉대로 33,목요일07:00-22:00,http://www.starbucks.co.kr/,0.027890435748687145,4,4790,298,"슈퍼,마트"
홈플러스 인하점,1800-2785,광주 광산구 광산로19번길 24,매일10:00-22:00,http://lala-bread.com/,0.010723918932074975,4,7729,188,"슈퍼,마트"
이마트 연수점,070-4320-3526,광주 남구 제중로46번길 14 1층,매일12:00-22:00,http://instagram.com/kafe_milldang,0.026093380445426903,4,8682,482,"슈퍼,마트"
롯데마트 부평점,062-971-3777,"광주 광산구 임방울대로826번길 47 1, 2층",매일10:00-23:00,,0.024859837703800847,4,6756,173,"슈퍼,마트"
홈플러스 인천논현점,062-374-1555,광주 서구 상무대로 718,매일11:00-22:00,http://www.facebook.com/lecielbluegj,0.017468889410659782,4,4750,211,"슈퍼,마트"
코스트코코리아 송도국제도시점,062-236-0012,광주 동구 동계천로 151-31,매일11:00-22:00,http://www.instagram.com/onhwa_cafe,0.018420675871468742,4,11062,1251,"슈퍼,마트"
홈플러스 가좌점,062-972-1522,광주 광산구 첨단중앙로124번길 27 더124빌딩,매일09:00-23:00,http://www.instagram.com/cafe_apilco_2013,0.018420675871468742,4,4006,490,"슈퍼,마트"
어나더키친,1544-8855,광주 광산구 장신로 98,,http://www.facebook.com/lottecinema.kr,0.009638126435267642,4,607,1769,양식
HAGOS,062-672-0660,광주 남구 중앙로107번길 15,매일00:00-24:00,,0.03214426837858423,4,388,1364,양식
상무초밥 상무점,,광주 남구 사직길 49-1,매일09:00-22:00,,0.06797542077322628,4,967,1294,"초밥,롤"
교촌치킨 조선대점,062-613-7100,광주 북구 하서로 52,,,0.03866245941163333,4,114,6,"치킨,닭강정"
영미오리탕,062-613-5860,광주 북구 우치로 677 우치공원 금호패밀리랜드,매일09:00-18:00,http://uchipark.gwangju.go.kr/,0.017482633619480124,4,302,514,오리요리
양동통닭,062-376-5183,광주 서구 상무평화로 13,매일09:00-18:00,,0.027203225307669842,4,516,357,"치킨,닭강정"
월계수식당,062-229-0510,광주 동구 예술길 31-15 광주아트센터,평일12:00-24:00,http://blog.naver.com/ba-wi,0.03148798240741271,4,323,296,한식
나정상회,062-457-5000,광주 서구 화운로 211,평일06:00-21:30,http://cafe.daum.net/kia-sports,0.023808405729044378,4,352,461,"육류,고기요리"
스시앤그릴,062-267-8850,광주 북구 중문로 62 58,평일06:00-21:00,http://bgsc.kr/,0.01704625498943414,4,251,282,"일식,초밥뷔페"
맥도날드 광주산정DT점,062-236-5051,광주 동구 충장로안길 40-2,평일12:00-01:00,http://climben.blog.me/,0.042308110801230106,4,1476,38,햄버거
궁전제과 충장점,062-943-7100,광주 광산구 가삼안길 68-100 송산승마스쿨,매일09:00-18:00,http://www.songsanriding.kr/,0.015448490714068917,4,1053,854,베이커리
카페바리에,061-333-9638,광주 남구 승촌보길 90,,https://camp.xticket.kr/web/main?shopEncode=a1535c44b7b5b3ab38fd902f0c58f8600f1a57e45999ac4b1a7b8c321f1d2df5,0.026306415682142262,4,374,589,카페
스타벅스 광주신세계DT점,010-8340-7069,광주 서구 상무자유로 29-1,매일09:00-19:00,http://www.062glamping.com,0.020499487455546077,4,787,27,카페
라라브레드 송정점,062-971-6467,광주 북구 추암로 190,,http://greencity.gwangju.go.kr/,0.021313831828151573,4,770,1039,브런치
카페밀당,062-234-8000,광주 동구 금남로 226-11,매일00:00-24:00,http://acchotel.kr/,0.018087378807575348,4,74,562,"카페,디저트"
아우어베이커리 광주첨단점,062-607-8088,광주 북구 우치로 677,매일00:00-24:00,http://familyland.dainkorea.co.kr/index_camping.html,0.009174259387580961,4,678,200,베이커리
르시엘블루,062-445-7700,광주 광산구 임방울대로826번길 19-7,매일00:00-24:00,https://blog.naver.com/ns-hotel,0.016156317468316736,4,188,273,브런치
카페온화 광주,062-972-3111,광주 광산구 임방울대로825번길 57-1,매일00:00-24:00,,0.02089463345913102,4,58,334,"카페,디저트"
아필코 본점,062-360-0123,광주 서구 죽봉대로 61 광주 이마트,일요일10:00-23:00,http://emart.com,0.013125719423430441,4,256,420,브런치
롯데시네마 수완,062-975-2500,광주 광산구 장신로 98,매일10:00-23:00,http://company.lottemart.com/suwan.mart,0.01383354617767826,4,327,96,영화관
광주호호수생태원,062-610-2500,광주 서구 금화로 240 월드컵경기장,매일10:00-23:00,http://company.lottemart.com/worldcup.mart,0.015235455477353553,4,21,629,"자연,생태공원"
광주공원,062-962-2500,광주 광산구 첨단강변로99번길 22,매일10:00-23:00,http://company.lottemart.com/cheomdan.mart,0.016678597403489884,0,2,227,"도시,테마공원"
황룡친수공원,062-530-8000,광주 동구 무등로 314,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0078&ind=HOMEPLUS,0.03409938208327845,3,9,290,자연공원
쌍암공원,062-602-2500,광주 서구 시청로 40,평일10:00-23:00,http://company.lottemart.com/sangmu.mart,0.02852266935442306,0,2,260,"도시,테마공원"
광주사직공원,062-250-8000,광주 북구 동문대로 200 삼성홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0030&ind=HOMEPLUS,0.025681054180816523,0,2,260,근린공원
중외공원,062-949-1234,광주 광산구 사암로 172 광산 이마트,일요일10:00-23:00,http://emart.com,0.010658633940178332,4,12,229,근린공원
우치공원,062-611-1234,광주 남구 봉선로 198,일요일10:00-23:00,http://emart.com,0.041806447179287484,4,4,103,자연공원
무등산,062-616-8000,광주 광산구 용아로 390,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0077&ind=HOMEPLUS,0.010569296582846083,4,43,970,"산,고개"
5.18자유공원,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/,0.007469977493858056,0,2,174,"도시,테마공원"
죽도공원,042-274-0016,대전 동구 산내로 321-35 옛터민속박물관,매일11:30-22:00,http://www.yetermuseum.com/,0.02367783574525109,0,2,174,"도시,테마공원"
바위 클라이밍 센터,062-365-2695,광주 서구 화운로322번길 13,,,0.012758061837486186,4,14,119,암벽등반
기아수영장,042-627-9972,대전 동구 옛신탄진로 13,매일11:00-21:00,,0.02933701372702856,0,1,6,수영장
광주북구건강복지타운 우산수영장,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/,0.043064042286349136,4,26,31,수영장
클라이븐 클라이밍 컴퍼니,062-376-9900,광주 서구 군분2로 11,,,0.03143300557213133,4,11,61,암벽등반
송산승마스쿨,042-525-5820,대전 유성구 온천동로65번길 50,매일00:00-24:00,,0.025921577835172578,4,12,73,승마장
승촌보오토캠핑장,042-485-0950,대전 서구 둔산로31번길 31 방림빌딩 2층,평일11:30-21:30,http://www.italyguksi.com,0.01815609985167708,0,2,163,"캠핑,야영장"
주노글램핑 광주점,042-226-0914,대전 중구 중교로 45-5,매일11:00-22:00,,0.02757775499802427,3,95,40,"캠핑,야영장"
광주시민의숲야영장,042-472-0997,대전 서구 대덕대로 243 광신빌딩 2층,매일11:30-21:00,http://www.ivips.co.kr/,0.0162422187734439,4,5,87,"캠핑,야영장"
acc디자인호텔,1588-8069,대전 중구 대종로480번길 15,평일08:00-22:00,https://www.sungsimdang.co.kr/,0.012094903761904488,4,58,176,호텔
광주패밀리랜드 카라반 캠핑장,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/,0.02190826885963154,4,10,79,"캠핑,야영장"
노블스테이,062-376-9900,광주 서구 군분2로 11,,,0.012421328721387707,3,5,19,호텔
탑클라우드호텔 광주점,042-823-3712,대전 유성구 한밭대로371번길 25-3,매일11:00-22:00,http://coffeeinterview.com,1.8,3,15,55,호텔
이마트 광주점,1588-8069,대전 동구 중앙로 215 대전역,매일06:30-23:00,http://www.sungsimdang.co.kr/,0.6009978477792997,4,7518,138,"슈퍼,마트"
롯데마트 광주수완점,042-673-9286,대전 동구 충정로 53 남간정사,매일05:00-21:00,,0.4958716493836823,4,5831,135,"슈퍼,마트"
롯데마트 월드컵점,042-608-5573,대전 대덕구 대청로 607,,,0.7031305028370182,4,5961,242,"슈퍼,마트"
롯데마트 첨단점,042-288-8300,대전 중구 뿌리공원로 79 뿌리공원,매일06:00-22:00,http://djjunggu.go.kr/html/hyo/bburi/bburi_030101.html,0.6611111111111112,4,5164,100,"슈퍼,마트"
홈플러스 계림점,,대전 동구 동대전로110번길 182,,,0.22566137566137565,4,2615,55,"슈퍼,마트"
롯데마트 상무점,042-606-7753,대전 중구 보문로199번길 37-36,,,0.2150793650793651,4,4600,102,"슈퍼,마트"
홈플러스 동광주점,042-250-1111,대전 유성구 대덕대로 480,,http://www.expopark.co.kr/,0.41455026455026456,4,5926,155,"슈퍼,마트"
이마트 광산점,,대전 서구 남선로 66,,http://tour.daejeon.go.kr/tourism/park/namsun/,0.06666666666666667,4,3697,123,"슈퍼,마트"
이마트 봉선점,042-323-8820,대전 유성구 엑스포로 219-39,월요일00:00-00:00,http://solomondj.lawnorder.go.kr/new2/index.jsp,0.21693121693121695,4,3941,85,"슈퍼,마트"
홈플러스 광주하남점,042-825-5014,대전 유성구 대학로76번안길 62,,http://cafe.daum.net/leadclimbing,1.8,4,4332,102,"슈퍼,마트"
성심당 본점,042-526-8848,대전 서구 갈마로 163,매일11:00-23:00,http://cafe.daum.net/djclimbingcenter,0.4238112136266856,4,5940,6886,베이커리
옛터민속박물관,042-825-5013,대전 유성구 계룡로 129 이화빌딩 2층,,http://cafe.daum.net/leadclimbing,0.7569198012775018,4,216,576,박물관
광천식당,042-933-5015,대전 유성구 테크노4로 57,평일11:00-23:00,http://cafe.daum.net/technoclimbing-gym,0.6192689850958126,0,216,576,한식
오씨칼국수,042-472-6675,대전 서구 대덕대로 325 스타게이트 씨네몰5층,일요일12:00-20:00,http://www.lasertagsports.com,0.2768365114098156,4,904,1391,"칼국수,만두"
성심당 케익부띠끄,010-4403-8058,대전 동구 동부로 56-7 판암4차주공아파트,,http://cafe.daum.net/works5752/,0.1806189434198187,4,2758,1194,베이커리
투모아해피투모루점,042-841-9545,대전 서구 우명길 148 우명낚시터,,,0.3482963426070647,0,1,1,"맥주,호프"
태평소국밥,042-273-0693,대전 동구 산내로2번길 73,,,0.24757736792747734,4,995,2998,국밥
이태리국시 본점,042-270-7883,대전 서구 장안로 461,,http://www.jangtaesan.or.kr/,0.5486089402938419,4,2228,1349,양식
진로집,042-820-0100,대전 유성구 온천로 9 유성호텔,평일00:00-24:00,http://www.yousunghotel.com/,1.8,4,237,738,한식
빕스 대전둔산점,042-333-1000,대전 유성구 엑스포로123번길 33 롯데시티호텔대전,,https://www.lottehotel.com/daejeon-city/ko.html,0.2807020846077832,4,2824,416,패밀리레스토랑
성심당 본점,042-933-6575,대전 대덕구 대청로424번길 200,매일00:00-24:00,http://www.camplohas.com/main/,0.1361582984330149,4,5940,6886,베이커리
성심당 케익부띠끄,042-540-1000,대전 유성구 계룡로 127,매일00:00-24:00,https://ramadahoteldaejeon.modoo.at/,0.08563361724154159,4,2758,1194,베이커리
투모아해피투모루점,042-600-6000,대전 유성구 온천로 92,평일00:00-24:00,http://www.hotelinterciti.com/,0.07229306856147946,0,1,1,"맥주,호프"
커피인터뷰,042-545-1045,대전 서구 둔산중로134번길 13,,http://www.toyoko-inn.co.kr,0.05653851583454897,4,468,818,커피번
성심당 대전역점,042-825-8000,대전 서구 둔산중로32번길 29,매일00:00-24:00,http://hotel-march.com/,0.04497670697849513,4,4196,1380,베이커리
유림공원,042-482-1000,대전 서구 둔산중로 70,,http://www.graytone.co.kr/,0.03460072467178015,4,54,1420,"도시,테마공원"
우암사적공원,042-273-4174,대전 동구 산내로 748 상소동오토캠핑장,,http://www.sangsocamping.kr/camping.asp?location=001,0.0531504399792951,0,2,363,테마공원
금강로하스대청공원,042-841-2080,대전 유성구 한밭대로 502 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0185&ind=HOMEPLUS,0.03955107994917886,4,10,586,"자연,생태공원"
뿌리공원,1899-9900,대전 중구 오류로 41,매일10:00-22:00,https://www.costco.co.kr/store-finder,0.18096560161874736,4,17,777,테마공원
대동하늘공원,042-479-1234,대전 서구 둔산북로 41 대전둔산이마트전용주차장,일요일10:00-23:00,http://emart.com,0.05816196884852477,4,20,1017,근린공원
테미공원,042-615-1234,대전 동구 동서대로 1689 대전복합터미널 (서관),일요일10:00-23:00,http://emart.com,0.18100795256693802,0,1,263,근린공원
은구비공원,042-525-2500,대전 유성구 북유성대로 206,매일10:00-23:00,http://company.lottemart.com/noeun.mart,0.1067667403886876,0,1,263,근린공원
엑스포 과학공원,042-718-1234,대전 서구 한밭대로 580 신세계이마트,일요일10:00-23:00,http://store.traders.co.kr/service/info02_174.jsp?storeCode=174,0.2495317867394476,4,32,466,"도시,테마공원"
남선공원,042-540-2500,대전 유성구 유성대로 26-37,매일10:00-23:00,http://company.lottemart.com/seodaejeon.mart,0.023504776245823727,0,2,132,"도시,테마공원"
솔로몬로파크,042-479-9000,대전 서구 둔산로 201 국화아파트,평일10:00-22:00,http://dj.savezone.co.kr/BrandCH/Branch/Main.asp,0.026935203049268268,4,5,277,테마공원
클라이밍짐리드 충대점,042-930-2500,대전 유성구 테크노중앙로 14 롯데마트대덕테크노밸리점,매일10:00-23:00,http://company.lottemart.com/daedeok.mart,0.016601571690743964,0,1,11,암벽등반
대전클라이밍센터,042-611-8000,대전 서구 문예로 107 홈플러스대전둔산점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0035&ind=HOMEPLUS,0.02181073831819679,0,1,11,암벽등반
클라이밍짐리드 유성점,052-262-4884,울산 울주군 언양읍 헌양길 86,매일11:00-21:00,http://www.기와집.kr,0.031043245023763585,4,7,18,암벽등반
테크노클라이밍짐,052-239-5515,울산 울주군 서생면 해맞이로 924,매일12:00-21:00,http://blog.naver.com/foodmasta/,0.02189544021457814,4,7,4,암벽등반
레이저태그스포츠,052-282-8866,울산 북구 정자1길 111,평일10:00-01:00,https://www.instagram.com/badabaraki,1.8,4,22,19,서바이벌게임
대전패러글라이딩 휘파람새스쿨,052-257-2827,울산 남구 신정로78번길 10,매일12:00-23:30,http://handmadepizza.co.kr,1.8,0,22,19,"행글라이딩,패러글라이딩"
우명낚시터가든,050-7987-2802,울산 중구 옥골샘길 12,매일12:00-23:30,http://handmadepizza.co.kr,0.9245283018867925,0,22,19,낚시터
산내태봉낚시터,070-8777-7776,울산 남구 돋질로312번길 7,월요일11:30-22:00,https://www.instagram.com/hey_dining/,0.10798258345428158,0,22,19,낚시터
갑천수상스포츠체험교실,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official,0.1204644412191582,0,22,19,"수상,해양레저"
장태산자연휴양림,052-260-1749,울산 남구 삼산중로 26 조민석의청년갈비삼산본점,토요일17:00-24:00,,0.1227866473149492,4,111,1542,"휴양림,산림욕장"
유성호텔,052-262-2047,울산 울주군 언양읍 웃방천5길 10,매일11:00-09:30,http://blog.naver.com/hun7611,0.26211901306240926,4,109,367,호텔
롯데시티호텔 대전,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official,0.1456216739235607,4,122,600,호텔
대청호 로하스 캠핑장,010-3669-4443,울산 울주군 서생면 신리길 102,토요일11:00-20:00,http://www.instagram.com/tablesetter_thesun,1.8,4,103,223,"캠핑,야영장"
대전라마다호텔,010-4991-6782,울산 울주군 삼남면 장제1길 13-11,매일11:00-21:30,http://instagram.com/cafe_soopia,1.8,4,155,164,호텔
인터시티호텔,052-257-8459,"울산 남구 삼산로 231 더테라스가든 3층 315,316호",매일11:00-21:30,http://www.uglystove.com/,0.8804403048264182,4,105,274,호텔
토요코인호텔 대전정부청사앞,052-209-2347,울산 동구 해수욕장7길 5,매일09:00-22:00,http://inearthcoffee.com,0.18831498729889923,4,110,120,호텔
호텔3월,070-7553-3240,울산 중구 함월7길 17 1층,매일11:00-23:00,http://vintiquestudio.com/,0.11769686706181202,4,149,55,호텔
호텔 그레이톤 둔산,010-6521-0730,울산 중구 중앙길 107-1,목요일12:00-19:00,http://antoicake.modoo.at/,0.18518204911092295,4,47,130,호텔
상소오토캠핑장,1544-8855,울산 남구 삼산로 282 롯데백화점 영플라자3층,,http://www.facebook.com/lottecinema.kr,0.3106689246401355,0,1,199,"캠핑,야영장"
홈플러스 유성점,,울산 울주군 범서읍 두동로 702,,,0.8157635467980295,4,4338,516,"슈퍼,마트"
코스트코코리아대전점,052-229-7563,울산 중구 태화강국가정원길 154,매일00:00-24:00,,0.10098522167487685,4,8421,1503,"슈퍼,마트"
이마트 둔산점,052-271-8818,울산 남구 대공원로 94,평일05:00-23:00,http://www.ulsanpark.com/,0.8024630541871922,4,8061,240,"슈퍼,마트"
이마트 대전터미널점,052-290-4423,울산 중구 학성공원3길 54 학성공원,매일00:00-24:00,,1.418936170212766,4,7205,269,"슈퍼,마트"
롯데마트 노은점,052-256-6389,울산 남구 남부순환도로 209,매일10:00-18:00,,0.3810638297872341,4,2980,122,"슈퍼,마트"
이마트 트레이더스 월평점,010-8263-9588,울산 울주군 언양읍 대암1길 153-29,월요일00:00-00:00,http://www.언양자연체험장.kr/,1.8,4,11627,540,"슈퍼,마트"
롯데마트 서대전점,052-239-4700,울산 울주군 서생면 해맞이로 1560 해양레포츠센터,,http://울주해양레포츠센터.kr/,1.8,4,2958,118,"슈퍼,마트"
세이브존 대전점,010-5129-2469,울산 남구 삼산로 48 효천빌딩 12층 라온클라이밍짐,평일10:00-22:30,https://kwr9977.modoo.at,0.17825002150907682,4,2013,161,"슈퍼,마트"
롯데마트 대덕점,1599-1789,부산 해운대구 동백로 52 더베이101 요트투어 매표소,매일09:00-22:00,http://www.yachttale.com,0.1855286931084918,4,6742,149,"슈퍼,마트"
홈플러스 대전둔산점,052-222-9600,울산 중구 다운로 121,평일06:00-21:00,http://www.fifoal.com/,0.3679600791534028,4,3476,237,"슈퍼,마트"
언양기와집불고기,052-238-8811,울산 울주군 서생면 해맞이로 1078-68,매일08:00-16:00,http://cafe.naver.com/jinha8141,0.2713240987696808,4,887,1228,소고기구이
베테랑 바베큐,052-277-8114,울산 남구 남산로 38,매일09:30-21:00,https://smartstore.naver.com/saoutdoor,0.5539533683214316,4,476,1091,"육류,고기요리"
바다바라기,052-975-1136,울산 남구 대학로76번길 8 지하 1층,매일11:00-23:00,,0.24298373913791618,3,952,1796,게요리
반올림피자샵 울산남구점,052-237-8584,울산 울주군 서생면 진하해변길 40 서프홀릭 울산,매일08:00-23:00,http://01031121504.ussoft.kr/,1.8,4,71,16,피자
반올림피자샵 울산중구점,052-251-2233,울산 동구 방어진순환도로 875 호텔현대 바이 라한 울산,매일00:00-24:00,https://www.lahanhotels.com/ulsan/index.do,1.8,4,39,9,피자
헤이다이닝,052-960-1000,울산 남구 삼산로 282 롯데호텔,매일00:00-24:00,https://www.lottehotel.com/ulsan-hotel/ko.html,0.12521197439003287,4,1150,419,양식
헤이메르,052-254-8890,울산 울주군 상북면 알프스온천2길 58,매일18:00-11:00,http://www.sandia.kr/,0.21195708600103824,4,798,989,카페
조민석의청년갈비 삼산본점,010-4406-0012,충북 충주시 동량면 호반로 696-1,,http://충주호캠핑월드.com/,0.03504066447482264,4,48,204,"육류,고기요리"
언양불고기한마당한우촌,052-990-1000,울산 남구 삼산로 204,매일00:00-24:00,https://www.lottehotel.com/ulsan-city/ko.html,0.1389167676068524,4,88,732,"육류,고기요리"
