Name,Call,Address,Operation,Naver_link,rank,star_score,Visitors,Blog,Category,city
송도코마린이스트보트하우스,032-428-2080,인천 남동구 예술로 198,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0168&ind=HOMEPLUS,0.05,4,626,103,액티비티,인천
우암사적공원,042-273-4174,대전 동구 산내로 748 상소동오토캠핑장,NaN,http://www.sangsocamping.kr/camping.asp?location=001,0.05,0,2,363,공원,대전
더베이커스테이블,070-7717-3501,서울 용산구 녹사평대로 244-1,월요일08:00-21:00,NaN,0.05,4,404,1478,카페,서울
롯데호텔 서울,1899-9900,서울 서초구 양재대로 159,매일08:00-22:00,https://www.costco.co.kr/store-finder,0.05,4,462,1971,숙소,서울
커피인터뷰,042-545-1045,대전 서구 둔산중로134번길 13,NaN,http://www.toyoko-inn.co.kr,0.06,4,468,818,카페,대전
신발원,051-701-7661,부산 해운대구 청사포로58번길 118,매일11:30-05:00,NaN,0.06,4,1172,1646,식당,부산
롯데마트 사상점,053-783-8558,대구 수성구 들안로 9,매일11:30-22:00,https://enolja.com/t/yongjibong,0.06,4,4672,156,마트,대구
메가마트 동래점,053-764-1003,대구 수성구 용학로 106-7 뜨삽 수성못점,매일11:30-22:00,http://www.ddsap.kr,0.06,4,9397,475,마트,대구
대동하늘공원,042-479-1234,대전 서구 둔산북로 41 대전둔산이마트전용주차장,일요일10:00-23:00,http://emart.com,0.06,4,20,1017,공원,대전
송죽장,02-2631-9184,서울 영등포구 영중로 21,매일11:00-22:00,https://www.facebook.com/pages/%EC%86%A1%EC%A3%BD%EC%9E%A5/149198828504849,0.06,4,1139,1798,식당,서울
황청낚시터,032-722-1234,인천 동구 봉수대로 82 이마트트레이더스송림점,일요일10:00-23:00,http://store.traders.co.kr/service/info02_151.jsp?storeCode=151,0.06,0,2,147,액티비티,인천
해운대암소갈비집,051-317-2478,부산 사상구 광장로 34 윌로펌프,평일00:00-24:00,http://www.menupan.com/restaurant/onepage.asp?acode=H601690,0.06,4,786,1713,식당,부산
대구패러글라이딩블루윙스,053-550-8000,대구 달서구 달구벌대로 1467,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0031&ind=HOMEPLUS,0.06,0,16,46,액티비티,대구
용두산공원부산타워,042-323-8820,대전 유성구 엑스포로 219-39,월요일00:00-00:00,http://solomondj.lawnorder.go.kr/new2/index.jsp,0.06,4,1549,754,공원,대전
VIN PLUS,053-422-7020,대구 중구 동성로4길 94,매일12:00-22:00,NaN,0.06,4,192,959,식당,대구
본전돼지국밥,051-245-0018,부산 중구 비프광장로 31,매일10:30-21:30,NaN,0.07,4,1055,2358,식당,부산
이마트 광산점,NaN,대전 서구 남선로 66,NaN,http://tour.daejeon.go.kr/tourism/park/namsun/,0.07,4,3697,123,마트,대전
이마트 자양점,051-467-0177,부산 동구 대영로243번길 62,매일11:00-20:00,NaN,0.07,4,11355,300,마트,부산
상무초밥 상무점,NaN,광주 남구 사직길 49-1,매일09:00-22:00,NaN,0.07,4,967,1294,식당,광주
용호동할매팥빙수단팥죽 본점,051-512-7034,부산 금정구 오시게로 20,매일10:00-21:30,http://www.momos.co.kr/,0.07,4,621,770,카페,부산
투모아해피투모루점,042-600-6000,대전 유성구 온천로 92,평일00:00-24:00,http://www.hotelinterciti.com/,0.07,0,1,1,NaN,대전
파워 클라이밍 센터,053-607-1234,대구 달서구 진천로 92,일요일10:00-23:00,http://emart.com,0.07,0,16,46,액티비티,대구
영화의전당,051-253-8523,부산 중구 비프광장로 36,NaN,http://tour.bsjunggu.go.kr/,0.07,4,143,3042,영화관,부산
헤이든,051-723-9770,부산 기장군 기장읍 공수해안길 41,매일10:00-23:00,https://www.instagram.com/gonggeuk.sand/,0.07,4,1361,1854,카페,부산
손세동 클라이밍 칠곡점,053-607-2500,대구 동구 안심로 80 롯데쇼핑프라자,매일10:00-23:00,http://company.lottemart.com/daeguyulha.mart,0.07,0,16,46,액티비티,대구
여의도 이랜드크루즈,02-3151-0256,서울 마포구 한강난지로 162 한강공원 난지안내센터,매일09:00-19:00,http://hangang.seoul.go.kr/,0.08,4,1669,1360,액티비티,서울
테이블세터,052-901-9000,울산 남구 삼산로 200,NaN,http://www.shillastay.com/ulsan,0.08,4,235,280,카페,울산
여의도 한강공원,02-3780-0561,서울 영등포구 여의동로 330 한강사업본부 여의도안내센터,매일00:00-24:00,http://hangang.seoul.go.kr/archives/46758,0.08,4,163,7665,공원,서울
난지캠핑장(2021년4월예정),1899-9900,서울 중랑구 망우로 336,매일10:00-22:00,http://www.costco.co.kr/locations/sangbong/index.html,0.08,4,1066,1151,숙소,서울
롯데마트 구로점,02-2197-1234,서울 마포구 백범로 212 대우 월드마크마포,일요일10:00-23:00,http://emart.com,0.08,4,5506,311,마트,서울
앙뚜케이크,052-290-8000,울산 중구 번영로 475 홈플러스울산점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0023&ind=HOMEPLUS,0.08,4,21,206,카페,울산
소래습지생태공원,032-715-5014,인천 서구 완정로 70,평일10:00-23:00,http://www.climbingsquare.kr,0.08,4,20,1222,공원,인천
성심당 케익부띠끄,042-540-1000,대전 유성구 계룡로 127,매일00:00-24:00,https://ramadahoteldaejeon.modoo.at/,0.09,4,2758,1194,식당,대전
노보텔 앰배서더 대구,053-607-8000,대구 북구 동암로12길 8 칠곡홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0022&ind=HOMEPLUS,0.09,4,26,724,숙소,대구
수민이네,070-8877-5468,부산 동구 중앙대로214번길 7,매일09:00-21:00,NaN,0.09,4,416,1097,식당,부산
롯데호텔월드 라세느,02-411-7811,서울 송파구 올림픽로 240 롯데호텔월드 2층,NaN,https://www.lottehotel.com/world-hotel/ko/dining/restaurant-la-seine.html,0.09,4,457,878,식당,서울
울산애견공원,061-333-9638,광주 남구 승촌보길 90,NaN,https://camp.xticket.kr/web/main?shopEncode=a1535c44b7b5b3ab38fd902f0c58f8600f1a57e45999ac4b1a7b8c321f1d2df5,0.09,4,5,110,공원,광주
라뜰리에 현대시티아울렛동대문점,02-322-4814,서울 마포구 와우산로 111 태화프라자 5층 레이저엑스,평일12:00-21:30,http://www.instagram.com/laserx777,0.10,4,1637,726,액티비티,서울
광나루한강공원수영장,02-2233-3131,서울 중구 동호로 249,평일00:00-24:00,http://www.shillahotels.com/,0.10,0,1,101,액티비티,서울
코스트코코리아대전점,052-229-7563,울산 중구 태화강국가정원길 154,매일00:00-24:00,NaN,0.10,4,8421,1503,마트,울산
JW 메리어트 호텔 서울,02-411-8025,서울 송파구 올림픽로 240,매일10:00-23:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100018,0.10,4,376,1985,숙소,서울
동성로클라이밍짐,1899-9900,대구 북구 검단로 97,매일09:00-22:00,https://www.costco.co.kr/store-finder,0.10,4,16,19,액티비티,대구
송정박상진호수공원,062-971-6467,광주 북구 추암로 190,NaN,http://greencity.gwangju.go.kr/,0.10,0,2,209,공원,광주
학성공원,052-293-2080,울산 북구 신답로 26 홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0165&ind=HOMEPLUS,0.10,5,4,162,공원,울산
코스트코코리아 부산점,051-606-1234,부산 금정구 중앙대로1841번길 24 E마트금정점,일요일10:00-23:00,http://emart.com,0.11,4,11641,2109,마트,부산
은구비공원,042-525-2500,대전 유성구 북유성대로 206,매일10:00-23:00,http://company.lottemart.com/noeun.mart,0.11,0,1,263,공원,대전
산내태봉낚시터,070-8777-7776,울산 남구 돋질로312번길 7,월요일11:30-22:00,https://www.instagram.com/hey_dining/,0.11,0,22,19,액티비티,울산
북서울꿈의숲,02-2289-4001,서울 강북구 월계로 173,매일00:00-24:00,http://parks.seoul.go.kr/dreamforest,0.11,4,127,2783,공원,서울
티아이티에프,053-254-9404,대구 중구 경상감영길 99 감영공원,NaN,https://korean.visitkorea.or.kr/kor/bz15/where/where_tour.jsp?cid=126133,0.11,4,347,725,카페,대구
서울숲,02-460-2905,서울 성동구 뚝섬로 273,매일00:00-24:00,http://seoulforest.or.kr/,0.12,4,174,9834,공원,서울
도채유료낚시터,053-718-7000,대구 수성구 범어천로 73,NaN,http://www.hotellaonzena.com/,0.12,0,2083,1154,액티비티,대구
비프광장,051-247-9900,부산 서구 송도해변로 171,주말09:00-21:00,http://www.busanaircruise.co.kr,0.12,4,40,810,공원,부산
호텔3월,070-7553-3240,울산 중구 함월7길 17 1층,매일11:00-23:00,http://vintiquestudio.com/,0.12,4,149,55,숙소,울산
갑천수상스포츠체험교실,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official,0.12,0,22,19,액티비티,울산
장태산자연휴양림,052-260-1749,울산 남구 삼산중로 26 조민석의청년갈비삼산본점,토요일17:00-24:00,NaN,0.12,4,111,1542,숙소,울산
이마트 구로점,051-746-0033,부산 해운대구 중동2로10번길 32-10,평일11:30-22:00,http://www.해운대암소갈비.com,0.12,4,7273,350,마트,부산
헤이다이닝,052-960-1000,울산 남구 삼산로 282 롯데호텔,매일00:00-24:00,https://www.lottehotel.com/ulsan-hotel/ko.html,0.13,4,1150,419,식당,울산
부평공원,032-210-7000,인천 연수구 테크노파크로 151,NaN,http://www.orakaihotels.com/,0.13,4,12,353,공원,인천
어글리스토브 울산더테라스가든점,010-4841-9822,울산 울주군 상북면 배내로 1064-4,매일00:00-24:00,http://cafe.naver.com/deulsalicamping,0.13,4,504,358,카페,울산
이마트 월배점,032-762-5853,인천 중구 우현로49번길 3,매일10:30-21:00,NaN,0.13,4,7249,345,마트,인천
삼진어묵 부산역광장점,051-727-1660,부산 기장군 장안읍 해맞이로 286 웨이브온커피,매일11:00-24:00,http://www.waveoncoffee.com/,0.14,4,280,212,식당,부산
성심당 본점,042-933-6575,대전 대덕구 대청로424번길 200,매일00:00-24:00,http://www.camplohas.com/main/,0.14,4,5940,6886,식당,대전
롯데마트 대구율하점,062-372-7554,광주 서구 치평로 86 1층 이츠미떡방,평일08:00-19:00,NaN,0.14,4,2856,265,마트,광주
161커피스튜디오,010-7585-0900,대구 동구 장등로 56,NaN,http://www.bigbirdpara.co.kr/,0.14,4,220,5,카페,대구
레이저엑스,02-455-5000,서울 광진구 워커힐로 177 그랜드워커힐 서울,평일00:00-24:00,http://www.grandwalkerhillseoul.com/,0.14,4,30,107,액티비티,서울
광안리해양레포츠센터,051-759-1011,부산 수영구 광안해변로 203,매일00:00-24:00,http://www.hotel1.me,0.14,4,98,86,액티비티,부산
언양불고기한마당한우촌,052-990-1000,울산 남구 삼산로 204,매일00:00-24:00,https://www.lottehotel.com/ulsan-city/ko.html,0.14,4,88,732,식당,울산
서운체육공원,032-770-9500,인천 중구 제물량로 217,매일00:00-24:00,http://www.harborparkhotel.com/,0.14,4,5,153,공원,인천
롯데시티호텔 대전,052-238-0333,울산 울주군 서생면 잿골길 72,매일10:30-23:00,http://www.instagram.com/hey_mer_official,0.15,4,122,600,숙소,울산
웨이브온 커피,051-722-7025,부산 기장군 일광면 일광로 123 준헤어,매일10:00-22:00,NaN,0.15,4,2636,3992,카페,부산
카페 수피아,052-922-4000,울산 남구 남중로 65,NaN,http://www.stazhotelulsan.com,0.15,4,436,297,카페,울산
M클라이밍 남대구점,053-714-1234,대구 서구 팔달로 54,일요일10:00-23:00,http://store.traders.co.kr/service/info02_178.jsp?storeCode=178,0.15,4,16,46,액티비티,대구
빅마켓 영등포점,02-2024-1234,서울 광진구 아차산로 272 이마트자양점,NaN,http://emart.com,0.16,4,7891,549,마트,서울
해운대 가야밀면,051-623-9946,부산 남구 용호로90번길 24,매일09:00-23:00,NaN,0.16,4,1581,4306,식당,부산
이마트 문현점,053-621-3784,대구 남구 현충로1길 16,매일11:00-00:00,http://instagram.com/apsanhouse,0.16,4,6992,296,마트,대구
라발스호텔,051-608-6000,부산 수영구 황령대로 521 메가마트,매일10:00-24:00,http://home.megamart.com/store/2706,0.17,4,216,889,숙소,부산
롯데마트 서울역점,02-2009-1212,서울 구로구 디지털로32길 43 이마트구로점,일요일10:00-23:00,http://emart.com,0.17,4,8506,429,마트,서울
선유도공원,02-2631-9368,서울 영등포구 선유로 343,매일06:00-24:00,http://parks.seoul.go.kr/seonyudo,0.18,4,170,83,공원,서울
세이브존 대전점,010-5129-2469,울산 남구 삼산로 48 효천빌딩 12층 라온클라이밍짐,평일10:00-22:30,https://kwr9977.modoo.at,0.18,4,2013,161,마트,울산
용두산공원,051-741-6440,부산 해운대구 해운대해변로 84,NaN,NaN,0.18,4,53,2068,공원,부산
성심당 케익부띠끄,010-4403-8058,대전 동구 동부로 56-7 판암4차주공아파트,NaN,http://cafe.daum.net/works5752/,0.18,4,2758,1194,식당,대전
뿌리공원,1899-9900,대전 중구 오류로 41,매일10:00-22:00,https://www.costco.co.kr/store-finder,0.18,4,17,777,공원,대전
테미공원,042-615-1234,대전 동구 동서대로 1689 대전복합터미널 (서관),일요일10:00-23:00,http://emart.com,0.18,0,1,263,공원,대전
호텔 그레이톤 둔산,010-6521-0730,울산 중구 중앙길 107-1,목요일12:00-19:00,http://antoicake.modoo.at/,0.19,4,47,130,숙소,울산
롯데마트 대덕점,1599-1789,부산 해운대구 동백로 52 더베이101 요트투어 매표소,매일09:00-22:00,http://www.yachttale.com,0.19,4,6742,149,마트,부산
토요코인호텔 대전정부청사앞,052-209-2347,울산 동구 해수욕장7길 5,매일09:00-22:00,http://inearthcoffee.com,0.19,4,110,120,숙소,울산
세이브존 울산점,1588-8069,대전 동구 중앙로 215 대전역,매일06:30-23:00,http://www.sungsimdang.co.kr/,0.19,4,3025,495,마트,대전
헤이메르,052-254-8890,울산 울주군 상북면 알프스온천2길 58,매일18:00-11:00,http://www.sandia.kr/,0.21,4,798,989,식당,울산
밀레니엄 힐튼 서울,02-6282-6262,서울 서초구 신반포로 176 JW 메리어트 호텔 서울,매일00:00-24:00,http://jwmarriottseoul.kr/,0.21,4,206,1809,숙소,서울
롯데마트 상무점,042-606-7753,대전 중구 보문로199번길 37-36,NaN,NaN,0.22,4,4600,102,마트,대전
이마트 봉선점,042-323-8820,대전 유성구 엑스포로 219-39,월요일00:00-00:00,http://solomondj.lawnorder.go.kr/new2/index.jsp,0.22,4,3941,85,마트,대전
홈플러스 계림점,NaN,대전 동구 동대전로110번길 182,NaN,NaN,0.23,4,2615,55,마트,대전
점프클라이밍짐,053-611-1198,대구 달성군 현풍읍 지동1길 43,매일10:30-09:00,http://bysoga.modoo.at/,0.23,0,2083,1154,액티비티,대구
뜨삽 수성못점,053-254-4064,대구 중구 중앙대로 397,매일08:00-22:00,http://www.ssbnc.kr/,0.23,4,1204,851,식당,대구
바다바라기,052-975-1136,울산 남구 대학로76번길 8 지하 1층,매일11:00-23:00,NaN,0.24,3,952,1796,식당,울산
태평소국밥,042-273-0693,대전 동구 산내로2번길 73,NaN,NaN,0.25,4,995,2998,식당,대전
엑스포 과학공원,042-718-1234,대전 서구 한밭대로 580 신세계이마트,일요일10:00-23:00,http://store.traders.co.kr/service/info02_174.jsp?storeCode=174,0.25,4,32,466,공원,대전
18번완당집,051-625-0130,부산 수영구 남천바다로10번길 70 101호,평일11:30-21:00,http://www.darizip.com,0.26,4,374,953,식당,부산
유성호텔,052-262-2047,울산 울주군 언양읍 웃방천5길 10,매일11:00-09:30,http://blog.naver.com/hun7611,0.26,4,109,367,숙소,울산
파크하얏트부산호텔,051-718-1234,부산 부산진구 시민공원로 31 이마트트레이더스서면점,일요일10:00-23:00,http://store.traders.co.kr/service/info02_180.jsp?storeCode=180,0.27,4,334,2508,숙소,부산
이나니와요스케 시청점,02-772-9994,서울 중구 을지로 6,평일11:00-14:00,http://www.food-biz.or.kr/,0.27,4,225,409,식당,서울
언양기와집불고기,052-238-8811,울산 울주군 서생면 해맞이로 1078-68,매일08:00-16:00,http://cafe.naver.com/jinha8141,0.27,4,887,1228,식당,울산
경상감영공원,010-4456-8447,대구 북구 동천로23길 8 세신빌딩3층,평일14:00-23:00,http://sonsedongclimbing.modoo.at/,0.27,0,2,405,공원,대구
민락수변공원,051-726-8888,부산 해운대구 동백로 52 더베이101,매일09:00-24:00,http://www.instagram.com/thebay101_official,0.27,4,33,1881,공원,부산
오씨칼국수,042-472-6675,대전 서구 대덕대로 325 스타게이트 씨네몰5층,일요일12:00-20:00,http://www.lasertagsports.com,0.28,4,904,1391,식당,대전
빈티큐,1899-9900,울산 북구 진장유통로 78-12,매일10:00-22:00,https://www.costco.co.kr/store-finder,0.28,4,31,506,카페,울산
인얼스커피 울산동구점,052-228-2500,울산 남구 삼산로 74,매일10:00-23:00,http://company.lottemart.com/ulsan.mart,0.28,4,282,235,카페,울산
낙영찜갈비 본점,070-4671-6089,대구 수성구 고모로 188,매일10:00-23:00,http://www.rullycoffee.com/,0.28,4,264,589,식당,대구
빕스 대전둔산점,042-333-1000,대전 유성구 엑스포로123번길 33 롯데시티호텔대전,NaN,https://www.lottehotel.com/daejeon-city/ko.html,0.28,4,2824,416,식당,대전
최가네케익,053-667-2851,대구 달서구 월곡로 5,매일00:00-24:00,NaN,0.28,4,235,365,카페,대구
수봉공원,032-310-5000,인천 연수구 테크노파크로 193,NaN,http://www.centralparkhotel.co.kr/,0.28,4,7,291,공원,인천
헤이메르,052-254-7720,울산 울주군 상북면 자수정로 320 작천정별빛야영장 관리사무소,NaN,http://camping.ulju.ulsan.kr/,0.30,4,798,989,식당,울산
낙산공원,02-743-7985,서울 종로구 낙산길 41,매일00:00-24:00,NaN,0.31,4,230,3449,공원,서울
상소오토캠핑장,1544-8855,울산 남구 삼산로 282 롯데백화점 영플라자3층,NaN,http://www.facebook.com/lottecinema.kr,0.31,0,1,199,숙소,울산
태극당,02-2279-3152,서울 중구 동호로24길 7,매일08:00-22:00,http://www.taegeukdang.com,0.31,4,2574,2124,카페,서울
아리수 카약,02-418-8848,서울 송파구 백제고분로 435 예스빌딩,평일11:00-23:00,http://www.rockstarclimbing.co.kr/,0.32,0,1637,726,액티비티,서울
남산오르미,02-470-9561,서울 강동구 올림픽로89길 39,매일09:00-19:00,http://hangang.seoul.go.kr/archives/46585,0.32,3,3,14,액티비티,서울
시그니엘 부산,051-604-2500,부산 북구 화명대로 47 롯데쇼핑(주)롯데마트화명점,매일10:00-23:00,http://company.lottemart.com/hwamyeong.mart,0.32,4,135,476,숙소,부산
동네아저씨치킨,02-872-0029,서울 관악구 행운2길 16 강수빌딩,매일16:00-02:00,NaN,0.34,4,66,115,식당,서울
투모아해피투모루점,042-841-9545,대전 서구 우명길 148 우명낚시터,NaN,NaN,0.35,0,1,1,NaN,대전
이마트 트레이더스 서면점,053-254-7070,대구 중구 동성로2길 24 2층 동성로작은방,매일12:00-21:00,http://blog.naver.com/askind,0.35,4,13377,1198,마트,대구
홈플러스 대전둔산점,052-222-9600,울산 중구 다운로 121,평일06:00-21:00,http://www.fifoal.com/,0.37,4,3476,237,마트,울산
웨스틴조선호텔,02-771-1000,서울 중구 을지로 30,매일00:00-24:00,https://www.lottehotel.com/seoul-hotel/ko.html,0.37,4,1123,2231,숙소,서울
롯데마트 노은점,052-256-6389,울산 남구 남부순환도로 209,매일10:00-18:00,NaN,0.38,4,2980,122,마트,울산
센도리,010-6723-4711,대구 남구 안지랑로 11,매일11:00-23:00,http://www.instagram.com/orda_cafe_daegu,0.38,4,547,558,식당,대구
빌즈 광화문,02-2251-8404,서울 종로구 종로3길 17 D타워 리플레이스 광화문 4층,매일09:00-22:00,http://www.billskorea.com/,0.39,4,3533,1304,카페,서울
그랜드 워커힐 서울,02-753-7788,서울 중구 소월로 50,매일00:00-24:00,http://www.seoul.hilton.co.kr/,0.41,4,539,3273,숙소,서울
호텔1,051-329-2500,부산 사상구 낙동대로 733,매일10:00-23:00,http://company.lottemart.com/sasang.mart,0.41,4,71,750,숙소,부산
홈플러스 동광주점,042-250-1111,대전 유성구 대덕대로 480,NaN,http://www.expopark.co.kr/,0.41,4,5926,155,마트,대전
헤이마,053-982-8801,대구 동구 팔공산로185길 51 팔공산케이블카,평일09:30-18:50,https://blog.naver.com/palgongcable,0.41,4,437,924,카페,대구
성심당 본점,042-526-8848,대전 서구 갈마로 163,매일11:00-23:00,http://cafe.daum.net/djclimbingcenter,0.42,4,5940,6886,식당,대전
목란,02-732-1245,서울 서대문구 연희로15길 21,일요일11:30-15:00,NaN,0.43,4,567,2124,식당,서울
롯데시티호텔 울산,062-365-2695,광주 서구 화운로322번길 13,NaN,NaN,0.47,4,109,373,숙소,광주
롯데마트 광주수완점,042-673-9286,대전 동구 충정로 53 남간정사,매일05:00-21:00,NaN,0.50,4,5831,135,마트,대전
빌즈 잠실,02-3213-4185,서울 송파구 올림픽로 300 롯데월드몰 1층,매일09:00-22:00,http://www.billskorea.com/,0.50,4,1633,1486,카페,서울
켄트 호텔,051-609-1234,부산 남구 전포대로91번길 47 E마트,일요일10:00-23:00,http://emart.com,0.53,4,79,792,숙소,부산
오아시스,062-376-2758,광주 서구 상일로64번길 1 1층(쌍촌동),NaN,NaN,0.54,0,1563,2871,카페,광주
이태리국시 본점,042-270-7883,대전 서구 장안로 461,NaN,http://www.jangtaesan.or.kr/,0.55,4,2228,1349,식당,대전
베테랑 바베큐,052-277-8114,울산 남구 남산로 38,매일09:30-21:00,https://smartstore.naver.com/saoutdoor,0.55,4,476,1091,식당,울산
그랜드 하얏트 서울,02-304-0061,서울 마포구 한강난지로 22 한강야생탐사센터,평일11:00-10:00,http://www.nanjicamp.com/,0.57,4,825,4183,숙소,서울
신라스테이 울산,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/,0.57,4,148,450,숙소,대전
덕수궁 리에제 와플,02-318-5202,서울 중구 덕수궁길 5,평일08:00-21:30,https://smartstore.naver.com/liegewaffle1/,0.57,4,2422,1313,카페,서울
이마트 광주점,1588-8069,대전 동구 중앙로 215 대전역,매일06:30-23:00,http://www.sungsimdang.co.kr/,0.60,4,7518,138,마트,대전
광천식당,042-933-5015,대전 유성구 테크노4로 57,평일11:00-23:00,http://cafe.daum.net/technoclimbing-gym,0.62,0,216,576,식당,대전
롯데마트 첨단점,042-288-8300,대전 중구 뿌리공원로 79 뿌리공원,매일06:00-22:00,http://djjunggu.go.kr/html/hyo/bburi/bburi_030101.html,0.66,4,5164,100,마트,대전
룰리커피,053-626-5012,대구 달서구 구마로 190 그린코아상가 2층,평일12:00-02:00,http://cafe.daum.net/jumpclimbing,0.67,4,302,953,카페,대구
롯데마트 월드컵점,042-608-5573,대전 대덕구 대청로 607,NaN,NaN,0.70,4,5961,242,마트,대전
다리집,051-747-6886,부산 해운대구 중동1로 31,평일09:00-21:00,http://ops.co.kr,0.70,4,572,1798,식당,부산
선암호수공원,052-219-6000,울산 북구 진장17길 10,매일10:00-23:00,http://home.megamart.com/store/2705,0.71,4,39,834,공원,울산
옛터민속박물관,042-825-5013,대전 유성구 계룡로 129 이화빌딩 2층,NaN,http://cafe.daum.net/leadclimbing,0.76,4,216,576,식당,대전
이마트 둔산점,052-271-8818,울산 남구 대공원로 94,평일05:00-23:00,http://www.ulsanpark.com/,0.80,4,8061,240,마트,울산
홈플러스 유성점,NaN,울산 울주군 범서읍 두동로 702,NaN,NaN,0.82,4,4338,516,마트,울산
홈플러스 아시아드점,053-765-4200,대구 수성구 들안로 38,매일11:30-22:00,NaN,0.83,4,8194,421,마트,대구
그리다디저트,032-751-1515,인천 중구 백운로186번길 140-1,매일00:00-24:00,http://www.jssea.com/,0.85,4,170,321,카페,인천
롯데호텔 부산,051-608-1234,부산 해운대구 좌동순환로 511 E-마트해운대점,일요일10:00-23:00,http://emart.com,0.86,4,350,1214,숙소,부산
용지봉,010-8296-1985,대구 달성군 현풍읍 비슬로 581,매일10:00-23:00,https://www.instagram.com/161_coffee_studio/?hl=ko,0.87,4,172,590,식당,대구
인터시티호텔,052-257-8459,"울산 남구 삼산로 231 더테라스가든 3층 315,316호",매일11:00-21:30,http://www.uglystove.com/,0.88,4,105,274,숙소,울산
코스트코코리아 양평점,02-390-2500,서울 중구 한강대로 405,매일10:00-00:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100012,0.91,4,12693,1990,마트,서울
우명낚시터가든,050-7987-2802,울산 중구 옥골샘길 12,매일12:00-23:30,http://handmadepizza.co.kr,0.92,0,22,19,액티비티,울산
롯데시네마 울산,052-220-1234,울산 남구 남중로 48 울산점E-MART 울산 E-MART,일요일10:00-23:00,http://emart.com,0.97,4,633,270,영화관,울산
코스트코코리아 양재점,1899-9900,서울 영등포구 선유로 156,매일10:00-22:00,http://www.costco.co.kr/locations/yangpyung/index.html,1.00,4,10426,2669,마트,서울
오르다카페,NaN,대구 수성구 팔현길 88-46,매일00:00-24:00,http://www.suseong.kr/04_culture/page.htm?mnu_uid=1667,1.00,4,233,584,카페,대구
중앙떡볶이,053-985-7755,대구 동구 팔공산로 1169,매일11:00-23:00,http://instagram.com/titf803,1.12,4,579,1360,식당,대구
충주호캠핑월드,042-274-0016,대전 동구 산내로 321-35 옛터민속박물관,매일11:30-22:00,http://www.yetermuseum.com/,1.18,4,312,421,NaN,대전
쟝블랑제리,02-889-5170,서울 관악구 낙성대역길 8,매일07:00-22:00,NaN,1.19,4,4610,2498,카페,서울
비스타 워커힐 서울 피자힐,02-450-4699,서울 광진구 워커힐로 177 워커힐 호텔앤리조트 피자힐,매일12:00-13:30,https://www.walkerhill.com/vistawalkerhillseoul/dining/PizzaHill,1.22,4,2702,1563,식당,서울
스타즈호텔 울산,062-376-9900,광주 서구 군분2로 11,NaN,NaN,1.23,4,125,196,숙소,광주
오퐁드부아,053-631-0105,대구 달성군 화원읍 구라1길 88,매일09:00-18:00,http://dswetland.daegu.go.kr,1.39,4,619,972,카페,대구
이마트 대전터미널점,052-290-4423,울산 중구 학성공원3길 54 학성공원,매일00:00-24:00,NaN,1.42,4,7205,269,마트,울산
메가마트신선도원몰,042-823-3712,대전 유성구 한밭대로371번길 25-3,매일11:00-22:00,http://coffeeinterview.com,1.45,4,4293,434,마트,대전
바비레드 강남본점,02-3452-1515,서울 강남구 봉은사로6길 39 바비레드,매일11:30-22:00,http://www.facebook.com/mybobired,1.46,4,1026,5100,식당,서울
하늘공원,02-300-5501,서울 마포구 하늘공원로 95,매일05:00-22:00,NaN,1.49,4,200,8907,공원,서울
롯데호텔서울 라세느,02-317-7171,서울 중구 을지로 30 롯데호텔서울 본관 1층,평일11:30-21:30,https://www.lottehotel.com/seoul-hotel/ko/dining/restaurant-la-seine.html,1.53,4,6150,1444,식당,서울
롯데마트 진장점,1588-8069,대전 중구 대종로 480,평일08:00-21:30,http://www.sungsimdang.co.kr/,1.60,4,4924,360,마트,대전
삼송빵집 본점,053-767-0101,대구 달성군 가창면 주리2길 104,주말11:00-22:00,http://www.instagram.com/cafe_aufonddubois,1.75,4,482,1257,식당,대구
반올림피자샵 울산남구점,052-237-8584,울산 울주군 서생면 진하해변길 40 서프홀릭 울산,매일08:00-23:00,http://01031121504.ussoft.kr/,1.80,4,71,16,식당,울산
카페 루시드,053-803-7420,대구 남구 앞산순환로 574-116,매일10:00-19:00,http://www.daegu.go.kr/Apsanpark/,1.80,4,313,491,카페,대구
작천정별빛야영장,042-627-9972,대전 동구 옛신탄진로 13,매일11:00-21:00,NaN,1.80,4,40,335,숙소,대전
서울신라호텔,02-797-1234,서울 용산구 소월로 322,매일00:00-24:00,https://www.hyatt.com/ko-KR/hotel/south-korea/grand-hyatt-seoul/selrs?src=prop_misc_selrs_other_naver,1.80,4,1962,5436,숙소,서울
